State,Units,Coal (K short tons),Natural Gas (M cubic ft),Crude Oil (K barrels),Fuel Ethanol (K barrels),Biodiesel (K barrels),Renewable Diesel (K barrels)
Montana,Physical,38610.0,43530.0,21.0,0.0,(s),0.0
Montana,Physical,34468.0,43534.0,22.0,0.0,(s),0.0
Montana,Physical,26422.0,38.0,19.0,0.0,(s),0.0
Montana,Physical,28580.0,38.0,18.0,0.0,0.0,0.0
Montana,Physical,28233.0,38709.0,20585.0,0.0,0.0,263.0
Nebraska,Physical,0.0,15258.0,23825.0,NA,NA,NA
Nebraska,Physical,0.0,10720.0,17216.0,NA,NA,NA
Nebraska,Physical,0.0,10196.0,13850.0,NA,NA,NA
Nebraska,Physical,0.0,8453.0,13373.0,NA,NA,NA
Nebraska,Physical,0.0,8129.0,13183.0,NA,NA,NA
Nebraska,Physical,0.0,6989.0,12106.0,NA,NA,NA
Nebraska,Physical,0.0,5991.0,11451.0,NA,NA,NA
Nebraska,Physical,0.0,3496.0,10062.0,NA,NA,NA
Nebraska,Physical,0.0,3478.0,8705.0,NA,NA,NA
Nebraska,Physical,0.0,3836.0,7240.0,NA,NA,NA
Nebraska,Physical,0.0,2538.0,6611.0,NA,NA,NA
Nebraska,Physical,0.0,2565.0,6120.0,NA,NA,NA
Nebraska,Physical,0.0,2511.0,6182.0,NA,NA,NA
Nebraska,Physical,0.0,2789.0,5968.0,NA,NA,NA
Nebraska,Physical,0.0,2882.0,5862.0,NA,NA,NA
Nebraska,Physical,0.0,3208.0,6068.0,NA,NA,NA
Nebraska,Physical,0.0,2550.0,6240.0,NA,NA,NA
Nebraska,Physical,0.0,2519.0,6671.0,0.0,NA,NA
Nebraska,Physical,0.0,2280.0,6872.0,0.0,NA,NA
Nebraska,Physical,0.0,2091.0,6380.0,0.0,NA,NA
Nebraska,Physical,0.0,2300.0,6452.0,0.0,NA,NA
Nebraska,Physical,0.0,1944.0,6943.0,202.0,NA,NA
Nebraska,Physical,0.0,1403.0,7098.0,250.0,NA,NA
Nebraska,Physical,0.0,1261.0,6091.0,276.0,NA,NA
Nebraska,Physical,0.0,910.0,5978.0,280.0,NA,NA
Nebraska,Physical,0.0,878.0,6230.0,287.0,NA,NA
Nebraska,Physical,0.0,793.0,5889.0,304.0,NA,NA
Nebraska,Physical,0.0,784.0,5832.0,311.0,NA,NA
Nebraska,Physical,0.0,1177.0,5474.0,549.0,NA,NA
Nebraska,Physical,0.0,2114.0,4868.0,1229.0,NA,NA
Nebraska,Physical,0.0,2898.0,4216.0,1880.0,NA,NA
Nebraska,Physical,0.0,2240.0,3793.0,4551.0,NA,NA
Nebraska,Physical,0.0,1876.0,3541.0,4718.0,NA,NA
Nebraska,Physical,0.0,1670.0,3337.0,6376.0,NA,NA
Nebraska,Physical,0.0,1695.0,3174.0,6822.0,NA,NA
Nebraska,Physical,0.0,1395.0,2663.0,7268.0,NA,NA
Nebraska,Physical,0.0,1218.0,2957.0,7647.0,NA,NA
Nebraska,Physical,0.0,1208.0,2922.0,8377.0,0.0,0.0
Nebraska,Physical,0.0,1188.0,2782.0,8395.0,0.0,0.0
Nebraska,Physical,0.0,1454.0,2753.0,9107.0,0.0,0.0
Nebraska,Physical,0.0,1476.0,2506.0,12263.0,0.0,0.0
Nebraska,Physical,0.0,1172.0,2408.0,12929.0,0.0,0.0
Nebraska,Physical,0.0,1200.0,2313.0,14381.0,2.0,0.0
Nebraska,Physical,0.0,1555.0,2335.0,19905.0,33.0,0.0
Nebraska,Physical,0.0,3082.0,2394.0,28081.0,52.0,0.0
Nebraska,Physical,0.0,2908.0,2239.0,28038.0,36.0,0.0
Nebraska,Physical,0.0,2231.0,2331.0,44111.0,0.0,0.0
Nebraska,Physical,0.0,1959.0,2544.0,46402.0,0.0,0.0
Nebraska,Physical,0.0,1328.0,3025.0,42693.0,0.0,0.0
Nebraska,Physical,0.0,1032.0,2.0,42754.0,0.0,0.0
Nebraska,Physical,0.0,417.0,2.0,46343.0,0.0,0.0
Nebraska,Physical,0.0,477.0,2.0,46646.0,23.0,0.0
Nebraska,Physical,0.0,526.0,1.0,48878.0,638.0,0.0
Nebraska,Physical,0.0,455.0,1.0,49765.0,1159.0,0.0
Nebraska,Physical,0.0,433.0,1.0,49723.0,1089.0,0.0
Nebraska,Physical,0.0,384.0,1.0,50117.0,581.0,0.0
Nebraska,Physical,0.0,351.0,1.0,42863.0,0.0,0.0
Nebraska,Physical,0.0,327.0,1.0,48251.0,0.0,0.0
Nebraska,Physical,0.0,295.0,1489.0,48362.0,0.0,0.0
Nevada,Physical,0.0,0.0,27.0,NA,NA,NA
Nevada,Physical,0.0,0.0,209.0,NA,NA,NA
Nevada,Physical,0.0,0.0,307.0,NA,NA,NA
Nevada,Physical,0.0,0.0,279.0,NA,NA,NA
Nevada,Physical,0.0,0.0,271.0,NA,NA,NA
Nevada,Physical,0.0,0.0,223.0,NA,NA,NA
Nevada,Physical,0.0,0.0,149.0,NA,NA,NA
Nevada,Physical,0.0,0.0,113.0,NA,NA,NA
Nevada,Physical,0.0,0.0,100.0,NA,NA,NA
Nevada,Physical,0.0,0.0,96.0,NA,NA,NA
Nevada,Physical,0.0,0.0,129.0,NA,NA,NA
Nevada,Physical,0.0,0.0,115.0,NA,NA,NA
Nevada,Physical,0.0,0.0,143.0,NA,NA,NA
Nevada,Physical,0.0,0.0,661.0,NA,NA,NA
Nevada,Physical,0.0,0.0,1156.0,NA,NA,NA
Nevada,Physical,0.0,0.0,1235.0,NA,NA,NA
Nevada,Physical,0.0,0.0,880.0,NA,NA,NA
Nevada,Physical,0.0,0.0,700.0,0.0,NA,NA
Nevada,Physical,0.0,0.0,613.0,0.0,NA,NA
Nevada,Physical,0.0,0.0,810.0,0.0,NA,NA
Nevada,Physical,0.0,0.0,1907.0,0.0,NA,NA
Nevada,Physical,0.0,0.0,3039.0,0.0,NA,NA
Nevada,Physical,0.0,0.0,2907.0,0.0,NA,NA
Nevada,Physical,0.0,0.0,3112.0,0.0,NA,NA
Nevada,Physical,0.0,0.0,3230.0,0.0,NA,NA
Nevada,Physical,0.0,0.0,3216.0,0.0,NA,NA
Nevada,Physical,0.0,0.0,4011.0,0.0,NA,NA
Nevada,Physical,0.0,53.0,3413.0,0.0,NA,NA
Nevada,Physical,0.0,30.0,3721.0,0.0,NA,NA
Nevada,Physical,0.0,21.0,1880.0,0.0,NA,NA
Nevada,Physical,0.0,16.0,1698.0,0.0,NA,NA
Nevada,Physical,0.0,13.0,1342.0,0.0,NA,NA
Nevada,Physical,0.0,11.0,1058.0,0.0,NA,NA
Nevada,Physical,0.0,9.0,980.0,0.0,NA,NA
Nevada,Physical,0.0,9.0,799.0,0.0,NA,NA
Nevada,Physical,0.0,8.0,706.0,0.0,NA,NA
Nevada,Physical,0.0,7.0,621.0,0.0,NA,NA
Nevada,Physical,0.0,7.0,572.0,0.0,0.0,0.0
Nevada,Physical,0.0,6.0,553.0,0.0,0.0,0.0
Nevada,Physical,0.0,6.0,493.0,0.0,0.0,0.0
Nevada,Physical,0.0,5.0,463.0,0.0,0.0,0.0
Nevada,Physical,0.0,5.0,447.0,0.0,1.0,0.0
Nevada,Physical,0.0,5.0,426.0,0.0,7.0,0.0
Nevada,Physical,0.0,5.0,408.0,0.0,7.0,0.0
Nevada,Physical,0.0,4.0,436.0,0.0,5.0,0.0
Nevada,Physical,0.0,4.0,438.0,0.0,3.0,0.0
Nevada,Physical,0.0,4.0,426.0,0.0,3.0,0.0
Nevada,Physical,0.0,3.0,408.0,0.0,8.0,0.0
Nevada,Physical,0.0,4.0,368.0,0.0,6.0,0.0
Nevada,Physical,0.0,3.0,334.0,0.0,8.0,0.0
Nevada,Physical,0.0,3.0,316.0,0.0,8.0,0.0
Nevada,Physical,0.0,4.0,281.0,0.0,0.0,0.0
Nevada,Physical,0.0,3.0,277.0,0.0,0.0,0.0
Nevada,Physical,0.0,3.0,286.0,0.0,0.0,0.0
Nevada,Physical,0.0,3.0,255.0,0.0,0.0,0.0
Nevada,Physical,0.0,5.0,268.0,0.0,0.0,0.0
Nevada,Physical,0.0,12.0,196.0,0.0,0.0,0.0
Nevada,Physical,0.0,4.0,218.0,0.0,0.0,0.0
Nevada,Physical,0.0,4.0,219.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,NA,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,NA,NA
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,27.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,38.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,34.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,48.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,73.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,45.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,51.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,57.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,59.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,110.0,0.0
New Hampshire,Physical,0.0,0.0,0.0,0.0,118.0,0.0
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,NA,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,NA,NA
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,27.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,58.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,66.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,67.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,49.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,219.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,229.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,35.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Physical,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico,Physical,295.0,798928.0,107380.0,NA,NA,NA
New Mexico,Physical,3212.0,937205.0,119166.0,NA,NA,NA
New Mexico,Physical,2755.0,998076.0,124154.0,NA,NA,NA
New Mexico,Physical,3463.0,1067510.0,126144.0,NA,NA,NA
New Mexico,Physical,3429.0,1164182.0,128550.0,NA,NA,NA
New Mexico,Physical,4471.0,1138133.0,129227.0,NA,NA,NA
New Mexico,Physical,7361.0,1138980.0,128184.0,NA,NA,NA
New Mexico,Physical,8175.0,1167577.0,118412.0,NA,NA,NA
New Mexico,Physical,8248.0,1216061.0,110525.0,NA,NA,NA
New Mexico,Physical,9069.0,1218749.0,100986.0,NA,NA,NA
New Mexico,Physical,9392.0,1244779.0,98695.0,NA,NA,NA
New Mexico,Physical,8785.0,1217430.0,95063.0,NA,NA,NA
New Mexico,Physical,9760.0,1230976.0,92130.0,NA,NA,NA
New Mexico,Physical,11083.0,1202973.0,87223.0,NA,NA,NA
New Mexico,Physical,12632.0,1174198.0,83365.0,NA,NA,NA
New Mexico,Physical,15615.0,1181363.0,79649.0,NA,NA,NA
New Mexico,Physical,18425.0,1148086.0,75324.0,NA,NA,NA
New Mexico,Physical,18709.0,1132066.0,71568.0,34.0,NA,NA
New Mexico,Physical,19944.0,991178.0,71024.0,115.0,NA,NA
New Mexico,Physical,20415.0,895279.0,75169.0,217.0,NA,NA
New Mexico,Physical,21279.0,957366.0,79336.0,260.0,NA,NA
New Mexico,Physical,22203.0,905272.0,78530.0,280.0,NA,NA
New Mexico,Physical,21496.0,702614.0,75712.0,297.0,NA,NA
New Mexico,Physical,19131.0,823773.0,72328.0,325.0,NA,NA
New Mexico,Physical,21803.0,791819.0,71235.0,328.0,NA,NA
New Mexico,Physical,23702.0,854615.0,68714.0,310.0,NA,NA
New Mexico,Physical,24292.0,965104.0,67250.0,260.0,NA,NA
New Mexico,Physical,21518.0,1038284.0,70417.0,306.0,NA,NA
New Mexico,Physical,24549.0,1268863.0,69972.0,273.0,NA,NA
New Mexico,Physical,28268.0,1409429.0,68422.0,298.0,NA,NA
New Mexico,Physical,28041.0,1557689.0,65846.0,281.0,NA,NA
New Mexico,Physical,26813.0,1625837.0,64508.0,266.0,NA,NA
New Mexico,Physical,24067.0,1554087.0,64479.0,107.0,NA,NA
New Mexico,Physical,27025.0,1558633.0,69834.0,186.0,NA,NA
New Mexico,Physical,28597.0,1501098.0,72328.0,216.0,NA,NA
New Mexico,Physical,29156.0,1511671.0,64376.0,196.0,NA,NA
New Mexico,Physical,27323.0,1695295.0,67198.0,232.0,NA,NA
New Mexico,Physical,29618.0,1689125.0,68001.0,249.0,0.0,0.0
New Mexico,Physical,28916.0,1632080.0,67562.0,334.0,0.0,0.0
New Mexico,Physical,26389.0,1604015.0,66589.0,387.0,0.0,0.0
New Mexico,Physical,27250.0,1632539.0,64517.0,347.0,0.0,0.0
New Mexico,Physical,28519.0,1645166.0,60963.0,472.0,0.0,0.0
New Mexico,Physical,25913.0,1609223.0,59452.0,672.0,3.0,0.0
New Mexico,Physical,24451.0,1517922.0,59179.0,719.0,5.0,0.0
New Mexico,Physical,25645.0,1446204.0,60155.0,528.0,4.0,0.0
New Mexico,Physical,25124.0,1383004.0,61178.0,654.0,(s),0.0
New Mexico,Physical,20991.0,1292185.0,65569.0,598.0,0.0,0.0
New Mexico,Physical,21922.0,1237303.0,71518.0,552.0,0.0,0.0
New Mexico,Physical,22452.0,1215773.0,85551.0,484.0,0.0,0.0
New Mexico,Physical,21969.0,1171640.0,102789.0,608.0,0.0,0.0
New Mexico,Physical,21963.0,1229520.0,125061.0,545.0,0.0,0.0
New Mexico,Physical,19679.0,1245145.0,148095.0,0.0,0.0,0.0
New Mexico,Physical,13341.0,1229647.0,146634.0,0.0,0.0,0.0
New Mexico,Physical,13844.0,1299732.0,172378.0,0.0,0.0,0.0
New Mexico,Physical,10792.0,1493081.0,249211.0,0.0,0.0,0.0
New Mexico,Physical,14536.0,1769086.0,336535.0,0.0,0.0,0.0
New Mexico,Physical,10249.0,1965.0,375419.0,0.0,0.0,0.0
New Mexico,Physical,9265.0,2237.0,450.0,0.0,0.0,0.0
New Mexico,Physical,10550.0,2687231.0,579837.0,0.0,0.0,1213.0
New York,Physical,0.0,4990.0,1813.0,NA,NA,NA
New York,Physical,0.0,3340.0,1632.0,NA,NA,NA
New York,Physical,0.0,2699.0,1735.0,NA,NA,NA
New York,Physical,0.0,3837.0,1972.0,NA,NA,NA
New York,Physical,0.0,4632.0,1532.0,NA,NA,NA
New York,Physical,0.0,4861.0,1256.0,NA,NA,NA
New York,Physical,0.0,3358.0,1194.0,NA,NA,NA
New York,Physical,0.0,2202.0,1126.0,NA,NA,NA
New York,Physical,0.0,3679.0,1018.0,NA,NA,NA
New York,Physical,0.0,4539.0,967.0,NA,NA,NA
New York,Physical,0.0,4990.0,896.0,NA,NA,NA
New York,Physical,0.0,7628.0,875.0,NA,NA,NA
New York,Physical,0.0,9235.0,857.0,NA,NA,NA
New York,Physical,0.0,10682.0,824.0,NA,NA,NA
New York,Physical,0.0,13900.0,852.0,NA,NA,NA
New York,Physical,0.0,15500.0,855.0,NA,NA,NA
New York,Physical,0.0,15643.0,824.0,NA,NA,NA
New York,Physical,0.0,16074.0,841.0,0.0,NA,NA
New York,Physical,0.0,15877.0,834.0,0.0,NA,NA
New York,Physical,0.0,17836.0,831.0,0.0,NA,NA
New York,Physical,0.0,25200.0,840.0,0.0,NA,NA
New York,Physical,0.0,31561.0,1071.0,0.0,NA,NA
New York,Physical,0.0,29964.0,853.0,0.0,NA,NA
New York,Physical,0.0,25676.0,710.0,0.0,NA,NA
New York,Physical,0.0,23455.0,566.0,0.0,NA,NA
New York,Physical,0.0,20433.0,498.0,0.0,NA,NA
New York,Physical,0.0,25023.0,415.0,0.0,NA,NA
New York,Physical,0.0,22777.0,427.0,0.0,NA,NA
New York,Physical,0.0,23508.0,404.0,0.0,NA,NA
New York,Physical,0.0,21183.0,335.0,0.0,NA,NA
New York,Physical,0.0,20465.0,299.0,0.0,NA,NA
New York,Physical,0.0,18400.0,304.0,0.0,NA,NA
New York,Physical,0.0,18131.0,309.0,0.0,NA,NA
New York,Physical,0.0,16188.0,276.0,0.0,NA,NA
New York,Physical,0.0,16699.0,217.0,0.0,NA,NA
New York,Physical,0.0,16122.0,206.0,0.0,NA,NA
New York,Physical,0.0,17757.0,210.0,0.0,NA,NA
New York,Physical,0.0,27787.0,166.0,0.0,0.0,0.0
New York,Physical,0.0,36816.0,164.0,0.0,0.0,0.0
New York,Physical,0.0,36137.0,143.0,0.0,0.0,0.0
New York,Physical,0.0,46050.0,170.0,0.0,0.0,0.0
New York,Physical,0.0,55180.0,202.0,0.0,0.0,0.0
New York,Physical,0.0,55980.0,312.0,0.0,0.0,0.0
New York,Physical,0.0,54942.0,379.0,100.0,0.0,0.0
New York,Physical,0.0,50320.0,387.0,2064.0,65.0,0.0
New York,Physical,0.0,44849.0,333.0,1189.0,15.0,0.0
New York,Physical,0.0,35813.0,381.0,2482.0,96.0,0.0
New York,Physical,0.0,31124.0,375.0,3063.0,158.0,0.0
New York,Physical,0.0,26424.0,362.0,3095.0,2.0,0.0
New York,Physical,0.0,23458.0,366.0,3762.0,4.0,0.0
New York,Physical,0.0,20201.0,356.0,3490.0,4.0,0.0
New York,Physical,0.0,17325.0,286.0,3465.0,2.0,0.0
New York,Physical,0.0,13523.0,225.0,3801.0,0.0,0.0
New York,Physical,0.0,11395.0,193.0,3687.0,0.0,0.0
New York,Physical,0.0,10653.0,221.0,3308.0,0.0,0.0
New York,Physical,0.0,10962.0,274.0,3519.0,0.0,0.0
New York,Physical,0.0,9.0,1753.0,0.0,0.0,0.0
New York,Physical,9708.0,1375.0,0.0,0.0,0.0,9734.0
New York,Physical,266.0,1362.0,0.0,0.0,NA,(s)
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
North Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,26.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,80.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,65.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,67.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,201.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,238.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,69.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,126.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,113.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,47.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,78.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,41.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,37.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,35.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,29.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,32.0,0.0
North Carolina,Physical,0.0,0.0,0.0,0.0,30.0,0.0
North Dakota,Physical,2525.0,19483.0,21992.0,NA,NA,NA
North Dakota,Physical,2732.0,35652.0,26350.0,NA,NA,NA
