State,Units,Coal (K short tons),Natural Gas (M cubic ft),Crude Oil (K barrels),Fuel Ethanol (K barrels),Biodiesel (K barrels),Renewable Diesel (K barrels)
North Dakota,Physical,3543.0,46585.0,27126.0,NA,NA,NA
North Dakota,Physical,4156.0,40462.0,25315.0,NA,NA,NA
North Dakota,Physical,4487.0,41023.0,25040.0,NA,NA,NA
North Dakota,Physical,4704.0,33587.0,22703.0,NA,NA,NA
North Dakota,Physical,5639.0,34889.0,21998.0,NA,NA,NA
North Dakota,Physical,6075.0,33864.0,21653.0,NA,NA,NA
North Dakota,Physical,6632.0,32472.0,20624.0,NA,NA,NA
North Dakota,Physical,6906.0,27703.0,20235.0,NA,NA,NA
North Dakota,Physical,7463.0,31206.0,19697.0,NA,NA,NA
North Dakota,Physical,8515.0,24786.0,20452.0,NA,NA,NA
North Dakota,Physical,11102.0,31470.0,21725.0,NA,NA,NA
North Dakota,Physical,12028.0,29173.0,23273.0,NA,NA,NA
North Dakota,Physical,14028.0,30499.0,24812.0,NA,NA,NA
North Dakota,Physical,15135.0,18468.0,30914.0,NA,NA,NA
North Dakota,Physical,16975.0,42346.0,40337.0,NA,NA,NA
North Dakota,Physical,18122.0,42573.0,45424.0,50.0,NA,NA
North Dakota,Physical,17855.0,53818.0,47271.0,167.0,NA,NA
North Dakota,Physical,19190.0,69319.0,50690.0,314.0,NA,NA
North Dakota,Physical,22112.0,70496.0,52652.0,376.0,NA,NA
North Dakota,Physical,26873.0,72633.0,50857.0,405.0,NA,NA
North Dakota,Physical,25640.0,55098.0,45628.0,430.0,NA,NA
North Dakota,Physical,25142.0,62258.0,41351.0,471.0,NA,NA
North Dakota,Physical,29731.0,57747.0,39343.0,475.0,NA,NA
North Dakota,Physical,29566.0,51174.0,36744.0,449.0,NA,NA
North Dakota,Physical,29213.0,52169.0,36717.0,377.0,NA,NA
North Dakota,Physical,29530.0,53479.0,35891.0,443.0,NA,NA
North Dakota,Physical,31744.0,54883.0,32894.0,395.0,NA,NA
North Dakota,Physical,31973.0,59851.0,30915.0,453.0,NA,NA
North Dakota,Physical,32286.0,57805.0,27575.0,487.0,NA,NA
North Dakota,Physical,30112.0,49468.0,29335.0,473.0,NA,NA
North Dakota,Physical,29861.0,49674.0,32317.0,196.0,NA,NA
North Dakota,Physical,29580.0,52401.0,35832.0,350.0,NA,NA
North Dakota,Physical,29912.0,53185.0,35562.0,417.0,NA,NA
North Dakota,Physical,31135.0,52862.0,32882.0,389.0,NA,NA
North Dakota,Physical,31270.0,52426.0,32719.0,471.0,NA,NA
North Dakota,Physical,30475.0,54732.0,31691.0,519.0,0.0,0.0
North Dakota,Physical,30799.0,57048.0,30803.0,712.0,0.0,0.0
North Dakota,Physical,30775.0,55693.0,29411.0,844.0,0.0,0.0
North Dakota,Physical,29943.0,55009.0,31152.0,774.0,0.0,0.0
North Dakota,Physical,29956.0,52557.0,35675.0,744.0,0.0,0.0
North Dakota,Physical,30411.0,55273.0,39591.0,751.0,0.0,0.0
North Dakota,Physical,29606.0,60255.0,44788.0,3255.0,608.0,0.0
North Dakota,Physical,29627.0,52444.0,62322.0,3666.0,1072.0,0.0
North Dakota,Physical,29945.0,59369.0,79792.0,6197.0,538.0,0.0
North Dakota,Physical,28949.0,81837.0,112555.0,7451.0,607.0,0.0
North Dakota,Physical,28231.0,97102.0,152436.0,7721.0,1503.0,0.0
North Dakota,Physical,27529.0,172242.0,242354.0,7329.0,1549.0,0.0
North Dakota,Physical,27639.0,235711.0,312.0,7344.0,1707.0,0.0
North Dakota,Physical,29157.0,326491.0,394.0,7375.0,1724.0,0.0
North Dakota,Physical,28802.0,471360.0,429.0,8626.0,1573.0,0.0
North Dakota,Physical,28121.0,531997.0,377.0,9884.0,1703.0,0.0
North Dakota,Physical,28788.0,593998.0,390.0,12205.0,1912.0,0.0
North Dakota,Physical,29643.0,706552.0,460.0,12242.0,1796.0,0.0
North Dakota,Physical,26997.0,850826.0,517.0,12407.0,1789.0,0.0
North Dakota,Physical,26438.0,887.0,433.0,12280.0,1982.0,26513.0
North Dakota,Physical,999.0,405.0,12404.0,1813.0,4089.0,26731.0
North Dakota,Physical,1007621.0,386203.0,12481.0,1772.0,3285.0,NA
Ohio,Physical,33957.0,36074.0,5405.0,NA,NA,NA
Ohio,Physical,39390.0,35684.0,12908.0,NA,NA,NA
Ohio,Physical,43341.0,43133.0,10899.0,NA,NA,NA
Ohio,Physical,46014.0,41315.0,9924.0,NA,NA,NA
Ohio,Physical,48323.0,42673.0,11204.0,NA,NA,NA
Ohio,Physical,51242.0,49793.0,10972.0,NA,NA,NA
Ohio,Physical,55351.0,52113.0,9864.0,NA,NA,NA
Ohio,Physical,51431.0,79903.0,8286.0,NA,NA,NA
Ohio,Physical,50967.0,89995.0,9358.0,NA,NA,NA
Ohio,Physical,45783.0,93610.0,8796.0,NA,NA,NA
Ohio,Physical,45409.0,92055.0,9088.0,NA,NA,NA
Ohio,Physical,46770.0,84960.0,9578.0,NA,NA,NA
Ohio,Physical,46582.0,88891.0,9994.0,NA,NA,NA
Ohio,Physical,47918.0,99327.0,10359.0,NA,NA,NA
Ohio,Physical,41237.0,114098.0,11154.0,NA,NA,NA
Ohio,Physical,43538.0,123431.0,11953.0,NA,NA,NA
Ohio,Physical,39394.0,138856.0,12928.0,NA,NA,NA
Ohio,Physical,37358.0,141134.0,13551.0,0.0,NA,NA
Ohio,Physical,36490.0,138391.0,14571.0,450.0,NA,NA
Ohio,Physical,33770.0,151300.0,14971.0,849.0,NA,NA
Ohio,Physical,39256.0,186480.0,15271.0,1017.0,NA,NA
Ohio,Physical,35602.0,182245.0,14988.0,1095.0,NA,NA
Ohio,Physical,36441.0,182072.0,13442.0,1161.0,NA,NA
Ohio,Physical,35788.0,166593.0,12153.0,1274.0,NA,NA
Ohio,Physical,34043.0,166690.0,11711.0,1282.0,NA,NA
Ohio,Physical,33700.0,159730.0,10215.0,1213.0,NA,NA
Ohio,Physical,35252.0,154619.0,10008.0,1019.0,NA,NA
Ohio,Physical,30569.0,147651.0,9156.0,1196.0,NA,NA
Ohio,Physical,30403.0,144815.0,9197.0,1068.0,NA,NA
Ohio,Physical,28816.0,137285.0,8282.0,1166.0,NA,NA
Ohio,Physical,29897.0,132151.0,8758.0,1374.0,NA,NA
Ohio,Physical,26118.0,126336.0,8258.0,649.0,NA,NA
Ohio,Physical,28572.0,119251.0,8305.0,0.0,NA,NA
Ohio,Physical,29154.0,116246.0,8593.0,0.0,NA,NA
Ohio,Physical,28048.0,115083.0,6541.0,0.0,NA,NA
Ohio,Physical,22480.0,109509.0,5970.0,0.0,NA,NA
Ohio,Physical,22269.0,105125.0,6575.0,0.0,NA,NA
Ohio,Physical,25400.0,100107.0,6051.0,0.0,0.0,0.0
Ohio,Physical,21157.0,103158.0,5631.0,0.0,0.0,0.0
Ohio,Physical,22009.0,93641.0,5658.0,0.0,0.0,0.0
Ohio,Physical,23222.0,90476.0,5783.0,0.0,0.0,0.0
Ohio,Physical,24718.0,83523.0,5658.0,39.0,0.0,0.0
Ohio,Physical,22722.0,86315.0,5439.0,67.0,79.0,0.0
Ohio,Physical,22575.0,88095.0,5155.0,42.0,1019.0,0.0
Ohio,Physical,26251.0,84858.0,5088.0,7941.0,769.0,0.0
Ohio,Physical,27651.0,88824.0,4890.0,6256.0,409.0,0.0
Ohio,Physical,26728.0,78122.0,4772.0,9669.0,389.0,0.0
Ohio,Physical,28175.0,78858.0,4657.0,11205.0,1117.0,0.0
Ohio,Physical,26340.0,84482.0,5123.0,10799.0,946.0,0.0
Ohio,Physical,25125.0,166017.0,8038.0,11291.0,1258.0,0.0
Ohio,Physical,22258.0,512371.0,15091.0,13313.0,1271.0,0.0
Ohio,Physical,17041.0,1007270.0,26848.0,13507.0,1273.0,0.0
Ohio,Physical,12564.0,1437285.0,21718.0,13978.0,1597.0,0.0
Ohio,Physical,9489.0,1791359.0,19755.0,14573.0,1678.0,0.0
Ohio,Physical,8993.0,2403382.0,22743.0,15131.0,1647.0,0.0
Ohio,Physical,7779.0,2651631.0,27585.0,14934.0,1462.0,0.0
Ohio,Physical,3587.0,2389.0,23864.0,12725.0,1697.0,0.0
Ohio,Physical,2759.0,2278.0,18.0,13988.0,1457.0,0.0
Ohio,Physical,2492.0,2244971.0,22280.0,15658.0,0.0,0.0
Oklahoma,Physical,1342.0,824266.0,192913.0,NA,NA,NA
Oklahoma,Physical,974.0,1320995.0,203441.0,NA,NA,NA
Oklahoma,Physical,843.0,1351225.0,224839.0,NA,NA,NA
Oklahoma,Physical,823.0,1412952.0,230749.0,NA,NA,NA
Oklahoma,Physical,1089.0,1390884.0,223623.0,NA,NA,NA
Oklahoma,Physical,1838.0,1523715.0,224729.0,NA,NA,NA
Oklahoma,Physical,2427.0,1594943.0,223574.0,NA,NA,NA
Oklahoma,Physical,2234.0,1684260.0,213313.0,NA,NA,NA
Oklahoma,Physical,2624.0,1806887.0,207633.0,NA,NA,NA
Oklahoma,Physical,2183.0,1770980.0,191204.0,NA,NA,NA
Oklahoma,Physical,2356.0,1638942.0,177785.0,NA,NA,NA
Oklahoma,Physical,2872.0,1605410.0,163123.0,NA,NA,NA
Oklahoma,Physical,3635.0,1726513.0,161426.0,NA,NA,NA
Oklahoma,Physical,5978.0,1769519.0,156382.0,NA,NA,NA
Oklahoma,Physical,6070.0,1773582.0,150456.0,NA,NA,NA
Oklahoma,Physical,4957.0,1835366.0,143642.0,NA,NA,NA
Oklahoma,Physical,5358.0,1891824.0,150140.0,NA,NA,NA
Oklahoma,Physical,5786.0,2019199.0,154056.0,0.0,NA,NA
Oklahoma,Physical,4797.0,1985384.0,158621.0,0.0,NA,NA
Oklahoma,Physical,3694.0,1779541.0,158604.0,0.0,NA,NA
Oklahoma,Physical,4640.0,2046339.0,168385.0,0.0,NA,NA
Oklahoma,Physical,3337.0,1993405.0,162739.0,0.0,NA,NA
Oklahoma,Physical,3048.0,1971988.0,149105.0,0.0,NA,NA
Oklahoma,Physical,2870.0,2073461.0,134378.0,0.0,NA,NA
Oklahoma,Physical,2136.0,2167050.0,128874.0,0.0,NA,NA
Oklahoma,Physical,1753.0,2237037.0,117493.0,0.0,NA,NA
Oklahoma,Physical,1698.0,2258471.0,112273.0,0.0,NA,NA
Oklahoma,Physical,1841.0,2153852.0,108094.0,0.0,NA,NA
Oklahoma,Physical,1741.0,2017356.0,101807.0,0.0,NA,NA
Oklahoma,Physical,1758.0,2049942.0,96625.0,0.0,NA,NA
Oklahoma,Physical,1911.0,1934864.0,90973.0,0.0,NA,NA
Oklahoma,Physical,1876.0,1811734.0,87490.0,0.0,NA,NA
Oklahoma,Physical,1701.0,1734887.0,85379.0,0.0,NA,NA
Oklahoma,Physical,1621.0,1703888.0,83364.0,0.0,NA,NA
Oklahoma,Physical,1661.0,1669367.0,77578.0,0.0,NA,NA
Oklahoma,Physical,1661.0,1594002.0,70556.0,0.0,NA,NA
Oklahoma,Physical,1588.0,1612890.0,69976.0,0.0,NA,NA
Oklahoma,Physical,1714.0,1615384.0,68531.0,0.0,0.0,0.0
Oklahoma,Physical,1406.0,1581606.0,66421.0,0.0,0.0,0.0
Oklahoma,Physical,1565.0,1558155.0,64916.0,0.0,0.0,0.0
Oklahoma,Physical,1792.0,1655769.0,63977.0,0.0,0.0,0.0
Oklahoma,Physical,1856.0,1639310.0,61262.0,0.0,0.0,0.0
Oklahoma,Physical,1998.0,1688985.0,64236.0,0.0,0.0,0.0
Oklahoma,Physical,1648.0,1783682.0,62901.0,0.0,0.0,0.0
Oklahoma,Physical,1463.0,1886710.0,67299.0,0.0,315.0,0.0
Oklahoma,Physical,956.0,1901556.0,67174.0,0.0,407.0,0.0
Oklahoma,Physical,1010.0,1827328.0,70196.0,0.0,214.0,0.0
Oklahoma,Physical,1145.0,1888870.0,82022.0,0.0,309.0,0.0
Oklahoma,Physical,1054.0,2023460.0,100999.0,0.0,0.0,0.0
Oklahoma,Physical,1136.0,1993754.0,124.0,0.0,715.0,0.0
Oklahoma,Physical,904.0,2331085.0,150.0,0.0,722.0,0.0
Oklahoma,Physical,780.0,2499599.0,165.0,0.0,642.0,0.0
Oklahoma,Physical,654.0,2468312.0,155.0,0.0,822.0,0.0
Oklahoma,Physical,561.0,2513896.0,165.0,0.0,855.0,0.0
Oklahoma,Physical,716.0,2875787.0,200.0,0.0,828.0,0.0
Oklahoma,Physical,227.0,3036052.0,216.0,0.0,757.0,0.0
Oklahoma,Physical,1.0,2673.0,172.0,0.0,886.0,0.0
Oklahoma,Physical,1.0,2555.0,147.0,0.0,811.0,0.0
Oklahoma,Physical,2.0,2764019.0,151537.0,0.0,792.0,1562.0
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,0.0,0.0,NA,NA,NA
Oregon,Physical,0.0,2.0,0.0,NA,NA,NA
Oregon,Physical,0.0,5.0,0.0,NA,NA,NA
Oregon,Physical,0.0,5.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,3.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,3.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,2790.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,4080.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,4600.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,3800.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,4000.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,2500.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,2815.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,2741.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,2580.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,4003.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,3221.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,1923.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,1439.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,1173.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,1067.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,1291.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,1214.0,0.0,0.0,NA,NA
Oregon,Physical,0.0,1110.0,0.0,0.0,0.0,0.0
Oregon,Physical,0.0,837.0,0.0,0.0,0.0,0.0
Oregon,Physical,0.0,731.0,0.0,0.0,0.0,0.0
Oregon,Physical,0.0,467.0,0.0,0.0,0.0,0.0
Oregon,Physical,0.0,454.0,0.0,0.0,0.0,0.0
Oregon,Physical,0.0,621.0,0.0,0.0,0.0,0.0
Oregon,Physical,0.0,409.0,0.0,349.0,0.0,0.0
Oregon,Physical,0.0,778.0,0.0,1782.0,0.0,0.0
Oregon,Physical,0.0,821.0,0.0,1380.0,3.0,0.0
Oregon,Physical,0.0,1407.0,0.0,855.0,0.0,0.0
Oregon,Physical,0.0,1344.0,0.0,832.0,0.0,0.0
Oregon,Physical,0.0,770.0,0.0,802.0,0.0,0.0
Oregon,Physical,0.0,770.0,0.0,882.0,199.0,0.0
Oregon,Physical,0.0,1142.0,0.0,1040.0,195.0,0.0
Oregon,Physical,0.0,848.0,0.0,947.0,218.0,0.0
Oregon,Physical,0.0,801.0,0.0,904.0,257.0,0.0
Oregon,Physical,0.0,659.0,0.0,970.0,273.0,0.0
Oregon,Physical,0.0,499.0,0.0,994.0,290.0,0.0
Oregon,Physical,0.0,399.0,0.0,892.0,275.0,0.0
Oregon,Physical,0.0,320.0,0.0,790.0,265.0,0.0
Oregon,Physical,0.0,205.0,0.0,717.0,190.0,0.0
Oregon,Physical,0.0,13.0,0.0,612.0,218.0,0.0
Pennsylvania,Physical,84242.0,113928.0,6009.0,NA,NA,NA
Pennsylvania,Physical,95174.0,84461.0,4922.0,NA,NA,NA
Pennsylvania,Physical,94384.0,90914.0,4337.0,NA,NA,NA
Pennsylvania,Physical,91668.0,89966.0,4387.0,NA,NA,NA
Pennsylvania,Physical,87661.0,87987.0,4160.0,NA,NA,NA
Pennsylvania,Physical,89104.0,79134.0,4448.0,NA,NA,NA
Pennsylvania,Physical,90220.0,76841.0,4093.0,NA,NA,NA
Pennsylvania,Physical,81562.0,76451.0,3798.0,NA,NA,NA
Pennsylvania,Physical,83045.0,73958.0,3441.0,NA,NA,NA
Pennsylvania,Physical,83233.0,78514.0,3282.0,NA,NA,NA
Pennsylvania,Physical,87079.0,82637.0,3478.0,NA,NA,NA
Pennsylvania,Physical,90340.0,84676.0,3264.0,NA,NA,NA
Pennsylvania,Physical,92005.0,89386.0,3019.0,NA,NA,NA
Pennsylvania,Physical,90500.0,91717.0,2715.0,NA,NA,NA
Pennsylvania,Physical,86514.0,97763.0,2887.0,NA,NA,NA
Pennsylvania,Physical,94062.0,96313.0,2874.0,NA,NA,NA
Pennsylvania,Physical,93125.0,97439.0,2651.0,NA,NA,NA
Pennsylvania,Physical,83506.0,122454.0,3729.0,0.0,NA,NA
Pennsylvania,Physical,79359.0,121111.0,4282.0,0.0,NA,NA
Pennsylvania,Physical,69828.0,118372.0,4282.0,0.0,NA,NA
Pennsylvania,Physical,77494.0,166342.0,4284.0,0.0,NA,NA
Pennsylvania,Physical,71408.0,150234.0,4851.0,0.0,NA,NA
Pennsylvania,Physical,71648.0,159889.0,3783.0,0.0,NA,NA
Pennsylvania,Physical,70423.0,163318.0,3302.0,0.0,NA,NA
Pennsylvania,Physical,70645.0,167089.0,2830.0,0.0,NA,NA
Pennsylvania,Physical,70596.0,191774.0,2698.0,0.0,NA,NA
Pennsylvania,Physical,70514.0,177609.0,2641.0,0.0,NA,NA
Pennsylvania,Physical,65381.0,152500.0,2531.0,0.0,NA,NA
Pennsylvania,Physical,68981.0,138675.0,2137.0,0.0,NA,NA
Pennsylvania,Physical,59700.0,132130.0,2036.0,0.0,NA,NA
Pennsylvania,Physical,62237.0,120506.0,2518.0,0.0,NA,NA
Pennsylvania,Physical,61576.0,111000.0,1939.0,0.0,NA,NA
Pennsylvania,Physical,67942.0,135000.0,1692.0,0.0,NA,NA
Pennsylvania,Physical,76198.0,80000.0,1321.0,0.0,NA,NA
Pennsylvania,Physical,81036.0,130317.0,1980.0,0.0,NA,NA
Pennsylvania,Physical,76399.0,174701.0,1471.0,0.0,NA,NA
Pennsylvania,Physical,74619.0,150000.0,1500.0,0.0,NA,NA
Pennsylvania,Physical,74784.0,130853.0,1620.0,0.0,(s),0.0
Pennsylvania,Physical,68471.0,157800.0,2324.0,0.0,(s),0.0
Pennsylvania,Physical,63792.0,159827.0,2466.0,0.0,(s),0.0
Pennsylvania,Physical,66023.0,197217.0,2396.0,0.0,1.0,0.0
Pennsylvania,Physical,67556.0,168501.0,2460.0,0.0,6.0,0.0
Pennsylvania,Physical,66178.0,175950.0,2589.0,0.0,80.0,0.0
Pennsylvania,Physical,65190.0,182277.0,2788.0,0.0,240.0,0.0
Pennsylvania,Physical,65455.0,198295.0,2999.0,0.0,546.0,0.0
Pennsylvania,Physical,59143.0,273869.0,2967.0,0.0,494.0,0.0
Pennsylvania,Physical,58964.0,572902.0,3238.0,2339.0,343.0,0.0
Pennsylvania,Physical,59899.0,1310592.0,3431.0,2055.0,459.0,0.0
Pennsylvania,Physical,55506.0,2256696.0,4319.0,2076.0,771.0,0.0
Pennsylvania,Physical,55161.0,3259042.0,5303.0,2523.0,763.0,0.0
Pennsylvania,Physical,61877.0,4257693.0,6.0,2341.0,686.0,0.0
Pennsylvania,Physical,50872.0,4812983.0,7.0,2283.0,592.0,0.0
Pennsylvania,Physical,45885.0,5210208.0,6.0,2474.0,876.0,0.0
Pennsylvania,Physical,49131.0,5453638.0,6.0,2320.0,1015.0,0.0
Pennsylvania,Physical,49968.0,6264832.0,6.0,2212.0,1521.0,0.0
Pennsylvania,Physical,50078.0,6896792.0,6.0,2559.0,1023.0,0.0
Pennsylvania,Physical,36326.0,7168.0,5532.0,2289.0,683.0,0.0
Pennsylvania,Physical,42422.0,7647.0,6253.0,2838.0,971.0,0.0
Pennsylvania,Physical,39882.0,7511179.0,4509.0,2812.0,847.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,NA,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,NA,NA
Rhode Island,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,4.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,4.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,4.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,5.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,5.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,8.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,7.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,17.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,24.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,29.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,56.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,100.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,103.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,122.0,0.0
Rhode Island,Physical,0.0,0.0,0.0,0.0,10.0,0.0
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,NA,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,NA,NA
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,302.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,729.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,835.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,7.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,15.0,0.0
