State,Units,Coal (T Btu),Natural Gas (T Btu),Crude Oil (T Btu),Fuel Ethanol (T Btu),Biodiesel (T Btu),Renewable Diesel (T Btu)
New Mexico,Thermal,0.0,1934.0,381.4,1023.3,436.0,0.0
New Mexico,Thermal,1.4,7.4,0.0,1849.0,397.9,1100.0
New Mexico,Thermal,460.1,0.0,1.7,7.7,0.0,1967.0
New Mexico,Thermal,420.4,1059.4,455.5,0.0,1.8,7.9
New Mexico,Thermal,0.0,1945.0,404.1,835.2,439.1,0.0
New Mexico,Thermal,1.9,8.1,0.0,1689.0,359.6,982.1
New Mexico,Thermal,419.5,0.0,2.0,5.1,0.0,1769.0
New Mexico,Thermal,407.9,943.8,413.2,0.0,2.1,5.4
New Mexico,Thermal,0.0,1772.0,444.9,990.5,398.5,0.0
New Mexico,Thermal,1.9,4.2,1.0,1841.0,454.2,1120.9
New Mexico,Thermal,390.1,0.0,1.6,3.9,1.0,1972.0
New Mexico,Thermal,400.5,1187.9,408.4,0.0,1.9,4.1
New Mexico,Thermal,1.0,2004.0,457.8,1433.2,405.8,0.0
New Mexico,Thermal,1.7,4.2,1.0,2304.0,535.3,1590.7
New Mexico,Thermal,396.8,0.0,1.8,4.1,1.0,2530.0
New Mexico,Thermal,533.9,1695.5,381.9,0.0,1.7,3.9
New Mexico,Thermal,1.0,2618.0,508.0,1788.2,374.1,0.0
New Mexico,Thermal,1.6,4.0,1.0,2677.0,452.3,1755.3
New Mexico,Thermal,374.0,0.0,0.7,4.0,1.0,2587.0
New Mexico,Thermal,505.6,1740.0,405.0,0.0,1.1,4.5
New Mexico,Thermal,1.0,2657.0,534.7,1624.8,419.5,0.0
New Mexico,Thermal,1.3,4.0,1.0,2585.0,547.7,1637.0
New Mexico,Thermal,373.4,0.0,1.2,4.2,2.0,2565.0
New Mexico,Thermal,513.4,1806.5,389.7,0.0,1.4,4.4
New Mexico,Thermal,1.0,2717.0,554.8,1813.1,394.4,0.0
New Mexico,Thermal,1.5,3.0,1.0,2768.0,543.3,1763.6
New Mexico,Thermal,391.9,0.0,2.0,2.9,2.0,2705.0
New Mexico,Thermal,490.6,1799.7,386.2,0.0,2.3,2.8
New Mexico,Thermal,2.0,2683.0,510.9,1828.2,374.2,0.0
New Mexico,Thermal,2.1,2.9,3.0,2721.0,537.0,1828.0
New Mexico,Thermal,353.6,0.0,2.8,10.8,4.0,2736.0
New Mexico,Thermal,485.1,1780.6,344.8,0.0,4.0,10.1
New Mexico,Thermal,5.0,2630.0,455.5,1690.8,343.2,0.0
New Mexico,Thermal,4.2,11.2,6.0,2511.0,475.8,1609.0
New York,Thermal,0.0,5.1,10.5,0.0,NA,59.3
New York,Thermal,41.0,116.0,0.0,3.4,9.5,8.6
New York,Thermal,NA,58.1,66.0,146.0,0.0,2.8
New York,Thermal,10.1,9.3,NA,58.7,75.0,156.0
New York,Thermal,0.0,3.9,11.4,13.3,NA,57.1
New York,Thermal,80.0,165.0,0.0,4.7,8.9,12.1
New York,Thermal,NA,60.1,85.0,171.0,0.0,5.0
New York,Thermal,7.3,14.0,NA,61.5,90.0,178.0
New York,Thermal,0.0,3.4,6.9,46.9,NA,62.6
New York,Thermal,85.0,205.0,0.0,2.2,6.5,70.7
New York,Thermal,NA,60.2,86.0,226.0,0.0,3.8
New York,Thermal,5.9,69.8,NA,59.5,94.0,233.0
New York,Thermal,0.0,4.7,5.6,78.8,NA,59.6
New York,Thermal,100.0,248.0,0.0,5.1,5.2,103.5
New York,Thermal,NA,62.1,98.0,274.0,0.0,7.7
New York,Thermal,5.1,144.4,NA,60.2,96.0,314.0
New York,Thermal,0.0,9.4,5.0,173.0,NA,69.3
New York,Thermal,98.0,355.0,0.0,10.8,4.8,221.7
New York,Thermal,NA,74.2,87.0,399.0,0.0,14.1
New York,Thermal,4.9,237.4,NA,84.7,89.0,430.0
New York,Thermal,0.0,15.7,5.0,201.3,NA,94.2
New York,Thermal,90.0,406.0,0.0,16.0,4.8,210.3
New York,Thermal,NA,129.7,90.0,451.0,0.0,16.4
New York,Thermal,4.9,192.4,0.0,143.3,88.0,445.0
New York,Thermal,0.0,16.2,4.8,159.9,0.0,130.2
New York,Thermal,87.0,398.0,0.0,18.3,4.8,178.6
New York,Thermal,0.0,158.2,90.0,450.0,0.0,25.9
New York,Thermal,4.9,229.7,0.0,129.6,91.0,481.0
New York,Thermal,0.0,32.5,6.2,255.9,0.0,131.5
New York,Thermal,92.0,518.0,0.0,30.8,4.9,233.6
New York,Thermal,0.0,118.8,101.0,489.0,0.0,26.4
New York,Thermal,4.1,239.4,0.0,110.6,94.0,475.0
New York,Thermal,0.0,24.1,3.3,256.3,0.0,116.5
New York,Thermal,82.0,482.0,0.0,21.0,2.9,241.8
New York,Thermal,0.0,119.8,85.0,470.0,0.0,25.8
New York,Thermal,2.4,250.0,0.0,97.4,96.0,472.0
New York,Thermal,0.0,23.4,2.5,298.3,0.0,95.1
New York,Thermal,93.0,512.0,0.0,24.2,2.3,252.9
New York,Thermal,0.0,104.5,96.0,480.0,0.0,21.8
New York,Thermal,1.9,282.4,0.0,117.3,100.0,524.0
New York,Thermal,0.0,21.0,1.7,305.5,0.0,122.0
New York,Thermal,95.0,545.0,0.0,18.9,1.8,276.7
New York,Thermal,0.0,122.6,89.0,509.0,0.0,18.6
New York,Thermal,1.8,370.0,0.0,139.2,99.0,629.0
New York,Thermal,0.0,16.6,1.6,310.3,0.0,177.7
New York,Thermal,105.0,611.0,0.0,17.2,1.3,328.5
New York,Thermal,0.0,159.0,100.0,606.0,0.0,16.6
New York,Thermal,1.2,386.8,0.0,165.2,85.0,655.0
New York,Thermal,0.0,18.3,1.2,328.6,0.0,174.1
New York,Thermal,85.0,608.0,0.0,28.6,1.0,421.8
New York,Thermal,0.0,111.1,79.0,642.0,0.0,37.7
New York,Thermal,1.0,413.7,0.0,107.4,86.0,646.0
New York,Thermal,0.0,37.1,0.8,424.0,0.0,110.2
New York,Thermal,84.0,656.0,0.0,47.2,1.0,423.8
New York,Thermal,0.0,116.2,83.0,671.0,0.0,56.6
New York,Thermal,1.2,442.9,0.0,105.2,89.0,695.0
New York,Thermal,0.0,57.2,1.8,440.6,0.0,99.2
New York,Thermal,97.0,695.0,0.0,56.2,2.2,445.3
New York,Thermal,0.6,103.4,90.0,698.0,0.0,51.4
North Carolina,Thermal,0.0,0.0,0.0,0.0,NA,73.7
North Carolina,Thermal,17.0,90.0,0.0,0.0,0.0,0.0
North Carolina,Thermal,NA,67.3,18.0,85.0,0.0,0.0
North Carolina,Thermal,0.0,0.0,NA,68.7,14.0,83.0
North Carolina,Thermal,0.0,0.0,0.0,0.0,NA,66.1
North Carolina,Thermal,17.0,83.0,0.0,0.0,0.0,0.0
North Carolina,Thermal,NA,68.0,16.0,84.0,0.0,0.0
North Carolina,Thermal,0.0,0.0,NA,67.7,16.0,84.0
North Carolina,Thermal,0.0,0.0,0.0,0.0,NA,65.9
North Carolina,Thermal,14.0,80.0,0.0,0.0,0.0,0.0
North Carolina,Thermal,NA,66.1,20.0,86.0,0.0,0.0
North Carolina,Thermal,0.0,0.0,NA,68.9,22.0,90.0
North Carolina,Thermal,0.0,0.0,0.0,0.0,NA,68.9
North Carolina,Thermal,24.0,93.0,0.0,0.0,0.0,0.0
North Carolina,Thermal,NA,67.7,23.0,91.0,0.0,0.0
North Carolina,Thermal,0.0,15.5,NA,66.4,24.0,106.0
North Carolina,Thermal,0.0,0.0,0.0,27.7,NA,78.3
North Carolina,Thermal,19.0,125.0,0.0,0.0,0.0,61.0
North Carolina,Thermal,NA,91.4,18.0,170.0,0.0,0.0
North Carolina,Thermal,0.0,108.5,NA,102.4,18.0,229.0
North Carolina,Thermal,0.0,0.0,0.0,74.1,NA,109.7
North Carolina,Thermal,27.0,210.0,0.0,0.0,0.0,63.0
North Carolina,Thermal,NA,78.9,18.0,160.0,0.0,0.0
North Carolina,Thermal,0.0,68.9,0.0,77.5,10.0,156.0
North Carolina,Thermal,0.0,0.0,0.0,101.1,0.0,86.8
North Carolina,Thermal,18.0,206.0,0.0,0.0,0.0,134.8
North Carolina,Thermal,0.0,85.0,21.0,240.0,0.0,0.0
North Carolina,Thermal,0.0,219.4,0.0,93.4,21.0,334.0
North Carolina,Thermal,0.0,0.0,0.0,205.0,0.0,94.0
North Carolina,Thermal,14.0,313.0,0.0,0.0,0.0,214.6
North Carolina,Thermal,0.0,87.8,8.0,311.0,0.0,0.0
North Carolina,Thermal,0.0,298.6,0.0,81.7,17.0,397.0
North Carolina,Thermal,0.0,0.0,0.0,309.0,0.0,85.4
North Carolina,Thermal,9.0,404.0,0.0,0.0,0.0,309.2
North Carolina,Thermal,0.0,94.4,24.0,427.0,0.0,0.0
North Carolina,Thermal,0.0,274.1,0.0,97.5,23.0,395.0
North Carolina,Thermal,0.0,0.0,0.0,317.8,0.0,75.9
North Carolina,Thermal,20.0,414.0,0.0,0.0,0.0,238.3
North Carolina,Thermal,0.0,99.7,20.0,358.0,0.0,0.0
North Carolina,Thermal,0.0,249.6,0.0,105.6,17.0,372.0
North Carolina,Thermal,0.0,0.0,0.0,338.1,0.0,112.3
North Carolina,Thermal,24.0,475.0,0.0,0.0,0.0,377.3
North Carolina,Thermal,0.0,111.5,19.0,507.0,0.0,0.0
North Carolina,Thermal,0.0,354.1,0.0,109.5,20.0,484.0
North Carolina,Thermal,0.0,0.0,0.0,340.6,0.0,107.0
North Carolina,Thermal,19.0,467.0,0.0,0.0,0.0,406.8
North Carolina,Thermal,0.0,100.8,19.0,527.0,0.0,0.0
North Carolina,Thermal,0.0,392.1,0.0,101.7,12.0,506.0
North Carolina,Thermal,0.0,0.0,0.0,408.1,0.0,103.9
North Carolina,Thermal,11.0,523.0,0.0,0.0,0.0,394.5
North Carolina,Thermal,0.0,100.2,9.0,503.0,0.0,0.0
North Carolina,Thermal,0.0,413.8,0.0,89.4,12.0,515.0
North Carolina,Thermal,0.0,0.0,0.0,426.3,0.0,108.2
North Carolina,Thermal,25.0,559.0,0.0,0.0,0.0,418.1
North Carolina,Thermal,0.0,84.9,19.0,522.0,0.0,0.0
North Carolina,Thermal,0.0,417.2,0.0,90.8,18.0,527.0
North Carolina,Thermal,0.0,0.0,0.0,417.0,0.1,97.9
North Carolina,Thermal,13.0,528.0,0.0,0.0,0.0,420.0
North Carolina,Thermal,0.4,82.5,10.0,513.0,0.0,0.0
North Dakota,Thermal,33.1,24.9,127.6,0.0,NA,0.5
North Dakota,Thermal,3.0,189.0,35.8,45.6,152.8,0.0
North Dakota,Thermal,NA,0.3,8.0,243.0,46.4,59.5
North Dakota,Thermal,157.3,0.0,NA,0.3,6.0,270.0
North Dakota,Thermal,54.4,51.7,146.8,0.0,NA,0.4
North Dakota,Thermal,9.0,262.0,58.8,52.4,145.2,0.0
North Dakota,Thermal,NA,0.4,8.0,265.0,61.6,42.9
North Dakota,Thermal,131.7,0.0,NA,0.4,10.0,246.0
North Dakota,Thermal,73.9,44.6,127.6,0.0,NA,0.4
North Dakota,Thermal,9.0,256.0,79.6,42.3,125.6,0.0
North Dakota,Thermal,NA,0.4,11.0,258.0,86.9,40.1
North Dakota,Thermal,119.6,0.0,NA,0.4,10.0,257.0
North Dakota,Thermal,93.7,34.3,117.4,0.0,NA,0.4
North Dakota,Thermal,8.0,253.0,100.6,36.4,114.2,0.0
North Dakota,Thermal,NA,0.4,9.0,261.0,110.9,29.5
North Dakota,Thermal,118.6,0.0,NA,0.5,11.0,270.0
North Dakota,Thermal,144.8,36.3,126.0,0.0,NA,0.5
North Dakota,Thermal,11.0,318.0,157.6,33.6,135.0,0.0
North Dakota,Thermal,NA,0.5,6.0,333.0,184.3,35.0
North Dakota,Thermal,143.9,0.0,NA,0.5,10.0,374.0
North Dakota,Thermal,199.5,24.6,179.3,0.0,NA,0.6
North Dakota,Thermal,9.0,413.0,223.7,52.6,234.0,0.0
North Dakota,Thermal,NA,2.4,8.0,521.0,238.0,55.0
North Dakota,Thermal,263.5,0.0,0.3,2.2,7.0,566.0
North Dakota,Thermal,235.3,66.9,274.2,0.0,1.1,2.6
North Dakota,Thermal,8.0,588.0,251.1,86.4,294.0,0.0
North Dakota,Thermal,2.0,2.4,8.0,644.0,286.3,89.1
North Dakota,Thermal,305.4,0.0,2.4,3.0,8.0,694.0
North Dakota,Thermal,351.0,93.4,295.0,0.0,2.6,3.1
North Dakota,Thermal,7.0,752.0,335.2,70.8,264.6,0.0
North Dakota,Thermal,2.7,3.0,7.0,684.0,328.6,80.6
North Dakota,Thermal,239.8,0.0,3.0,2.5,6.0,661.0
North Dakota,Thermal,389.4,74.8,228.2,0.0,3.0,2.7
North Dakota,Thermal,6.0,704.0,386.8,65.7,213.1,0.0
North Dakota,Thermal,2.8,2.8,6.0,677.0,387.7,66.8
North Dakota,Thermal,213.0,0.0,2.3,1.9,5.0,677.0
North Dakota,Thermal,386.8,68.5,208.2,0.0,2.7,2.0
North Dakota,Thermal,6.0,674.0,413.5,69.1,190.8,0.0
North Dakota,Thermal,2.4,2.1,5.0,683.0,417.3,74.9
North Dakota,Thermal,179.3,0.0,2.8,1.8,5.0,681.0
North Dakota,Thermal,422.5,72.0,159.9,0.0,3.0,2.3
North Dakota,Thermal,6.0,666.0,395.2,62.2,170.1,0.0
North Dakota,Thermal,2.9,2.6,8.0,641.0,393.5,61.5
North Dakota,Thermal,187.4,0.0,1.2,2.4,10.0,657.0
North Dakota,Thermal,389.6,64.3,207.8,0.0,2.1,2.3
North Dakota,Thermal,11.0,677.0,392.6,65.2,206.3,0.0
North Dakota,Thermal,2.5,2.2,8.0,676.0,407.9,66.0
North Dakota,Thermal,190.7,0.0,2.4,2.3,9.0,678.0
North Dakota,Thermal,408.4,65.3,189.8,0.0,2.8,2.5
North Dakota,Thermal,7.0,676.0,398.4,68.4,183.8,0.0
North Dakota,Thermal,3.1,3.5,4.0,662.0,401.8,69.2
North Dakota,Thermal,178.7,0.0,4.3,2.6,5.0,662.0
North Dakota,Thermal,402.7,67.8,170.6,0.0,5.0,2.7
North Dakota,Thermal,6.0,655.0,393.0,68.4,180.7,0.0
North Dakota,Thermal,4.6,3.3,6.0,656.0,392.6,67.9
North Dakota,Thermal,206.9,0.0,4.4,2.9,5.0,680.0
North Dakota,Thermal,397.5,71.4,229.6,0.0,4.4,2.4
North Dakota,Thermal,7.0,712.0,385.1,76.9,259.8,0.0
North Dakota,Thermal,22.3,2.0,7.0,753.0,387.4,68.9
Ohio,Thermal,796.6,36.9,31.3,0.0,NA,36.8
Ohio,Thermal,0.0,901.0,924.1,36.5,74.9,0.3
Ohio,Thermal,NA,38.6,(s),1074.0,1016.8,44.1
Ohio,Thermal,63.2,(s),NA,41.4,(s),1165.0
Ohio,Thermal,1079.5,42.3,57.6,0.0,NA,39.6
Ohio,Thermal,(s),1218.0,1133.7,43.7,65.0,0.0
Ohio,Thermal,NA,43.4,(s),1285.0,1202.2,50.9
Ohio,Thermal,63.6,0.0,NA,44.4,(s),1361.0
Ohio,Thermal,1298.6,53.3,57.2,0.0,NA,44.1
Ohio,Thermal,(s),1453.2,1206.6,81.7,48.1,0.0
Ohio,Thermal,NA,43.4,(s),1379.9,1195.7,92.1
Ohio,Thermal,54.3,0.0,NA,44.8,(s),1386.0
Ohio,Thermal,1031.7,96.0,51.0,0.0,NA,46.5
Ohio,Thermal,(s),1225.0,997.0,94.4,52.7,0.0
Ohio,Thermal,NA,48.3,(s),1192.5,1019.4,86.9
Ohio,Thermal,55.6,0.0,NA,46.2,(s),1208.0
Ohio,Thermal,1026.7,91.1,58.0,0.0,NA,52.8
Ohio,Thermal,(s),1228.6,1057.7,101.7,60.1,5.0
Ohio,Thermal,NA,58.5,(s),1283.1,917.6,116.7
Ohio,Thermal,64.7,26.5,NA,69.6,(s),1195.0
Ohio,Thermal,974.0,126.5,69.3,34.4,NA,74.6
Ohio,Thermal,(s),1278.0,881.3,141.1,75.0,23.1
Ohio,Thermal,NA,107.3,(s),1227.8,850.0,144.4
Ohio,Thermal,78.6,48.6,0.0,112.9,(s),1234.5
Ohio,Thermal,843.0,142.4,84.5,35.7,2.9,112.2
Ohio,Thermal,(s),1220.8,790.5,156.5,86.8,53.5
Ohio,Thermal,5.4,124.3,0.0,1217.0,915.4,193.4
Ohio,Thermal,88.6,46.8,6.5,119.9,0.0,1371.0
Ohio,Thermal,831.1,190.4,86.9,20.6,6.9,121.9
Ohio,Thermal,0.0,1258.0,855.4,190.6,78.0,0.3
Ohio,Thermal,7.3,108.6,0.0,1240.0,840.1,174.2
Ohio,Thermal,70.5,78.4,8.0,111.9,0.0,1283.0
Ohio,Thermal,798.7,173.4,67.9,89.6,8.0,117.7
Ohio,Thermal,0.0,1256.0,787.9,166.5,59.2,134.0
Ohio,Thermal,7.6,97.4,0.0,1253.0,826.3,160.9
Ohio,Thermal,58.0,112.8,6.3,66.1,1.0,1231.0
Ohio,Thermal,720.9,154.2,53.1,155.5,7.4,70.8
Ohio,Thermal,0.0,1162.0,720.5,150.2,53.3,155.0
Ohio,Thermal,6.6,66.7,1.0,1153.0,686.2,142.7
Ohio,Thermal,48.0,105.2,7.2,44.2,1.0,1034.0
Ohio,Thermal,711.8,137.2,50.8,114.5,8.4,69.0
Ohio,Thermal,1.0,1092.0,621.0,131.3,47.9,176.2
Ohio,Thermal,4.0,65.3,1.0,1047.0,675.1,123.9
Ohio,Thermal,48.2,146.2,0.0,74.2,2.0,1069.0
Ohio,Thermal,689.5,121.6,49.8,160.9,0.0,68.3
Ohio,Thermal,2.0,1092.0,659.4,119.8,37.9,172.8
Ohio,Thermal,0.0,62.3,2.0,1054.0,531.3,113.7
Ohio,Thermal,34.6,171.6,0.0,69.1,2.0,922.0
Ohio,Thermal,528.2,109.7,38.1,175.0,0.0,72.5
Ohio,Thermal,2.0,926.0,598.9,104.4,35.1,161.5
Ohio,Thermal,0.0,44.9,2.0,947.0,507.9,107.2
Ohio,Thermal,32.7,113.5,0.0,32.2,2.0,796.0
Ohio,Thermal,539.4,97.1,32.8,88.3,0.0,41.5
Ohio,Thermal,3.0,802.0,568.6,94.6,33.5,166.3
Ohio,Thermal,0.0,42.5,4.0,909.0,606.4,87.2
Ohio,Thermal,32.8,154.5,0.2,47.3,3.0,931.0
Ohio,Thermal,557.9,89.7,31.5,175.8,0.8,46.7
Ohio,Thermal,4.0,906.0,555.7,91.4,29.9,165.3
Ohio,Thermal,5.8,49.9,3.0,901.0,638.4,88.3
Oklahoma,Thermal,33.9,899.6,1118.9,0.0,NA,10.2
Oklahoma,Thermal,2.0,2065.0,24.6,1441.7,1180.0,0.0
Oklahoma,Thermal,NA,7.6,2.0,2656.0,21.3,1474.7
Oklahoma,Thermal,1304.1,0.0,NA,7.7,1.0,2809.0
Oklahoma,Thermal,20.8,1542.0,1338.3,0.0,NA,7.0
Oklahoma,Thermal,2.0,2910.0,27.5,1518.0,1297.0,0.0
Oklahoma,Thermal,NA,7.5,5.0,2855.0,46.5,1662.9
Oklahoma,Thermal,1303.4,0.0,NA,7.2,6.0,3026.0
Oklahoma,Thermal,61.4,1740.7,1296.7,0.0,NA,7.0
Oklahoma,Thermal,4.0,3110.0,56.5,1834.4,1237.2,0.0
Oklahoma,Thermal,NA,6.8,4.0,3139.0,66.3,1962.4
Oklahoma,Thermal,1204.3,0.0,NA,11.7,4.0,3249.0
Oklahoma,Thermal,51.6,1915.6,1109.0,0.0,NA,11.7
Oklahoma,Thermal,12.0,3100.0,56.3,1795.5,1031.2,0.0
Oklahoma,Thermal,NA,11.3,12.0,2906.0,68.6,1727.1
Oklahoma,Thermal,946.1,0.0,NA,12.0,10.0,2763.0
Oklahoma,Thermal,87.9,1836.5,936.3,0.0,NA,13.3
Oklahoma,Thermal,5.0,2879.0,143.5,1907.0,907.0,0.0
Oklahoma,Thermal,NA,14.5,6.0,2977.0,144.2,1912.0
Oklahoma,Thermal,872.6,0.0,NA,19.1,6.0,2954.0
Oklahoma,Thermal,118.4,2000.4,833.1,0.0,NA,22.8
Oklahoma,Thermal,7.0,2982.0,128.0,2075.6,870.8,0.0
Oklahoma,Thermal,NA,11.2,4.0,3090.0,133.6,2234.3
Oklahoma,Thermal,893.5,0.0,0.0,11.8,3.0,3277.0
Oklahoma,Thermal,113.7,2179.9,920.0,0.0,0.0,14.3
Oklahoma,Thermal,7.0,3235.0,88.5,2000.5,919.9,0.0
Oklahoma,Thermal,0.0,12.9,8.0,3030.0,112.5,2251.8
Oklahoma,Thermal,976.6,0.0,0.0,15.3,8.0,3364.0
Oklahoma,Thermal,81.7,2209.5,943.9,0.0,0.0,15.4
Oklahoma,Thermal,13.0,3264.0,77.0,2191.2,864.8,0.0
Oklahoma,Thermal,0.0,14.4,10.0,3157.0,72.5,2308.1
Oklahoma,Thermal,779.4,0.0,0.0,15.3,10.0,3185.0
Oklahoma,Thermal,54.0,2421.7,747.5,0.0,0.0,16.0
Oklahoma,Thermal,7.0,3246.0,43.2,2458.1,681.5,0.0
Oklahoma,Thermal,0.0,25.3,8.0,3216.0,42.2,2481.7
Oklahoma,Thermal,651.2,0.0,0.0,21.4,9.0,3205.0
Oklahoma,Thermal,47.8,2367.8,626.9,0.0,0.0,21.1
Oklahoma,Thermal,6.0,3070.0,43.5,2236.7,590.5,0.0
Oklahoma,Thermal,0.0,19.7,11.0,2901.0,42.0,2267.5
Oklahoma,Thermal,560.4,0.0,0.0,22.9,15.0,2907.0
Oklahoma,Thermal,50.8,2150.7,527.6,0.0,0.0,24.1
Oklahoma,Thermal,8.0,2761.0,48.5,2000.8,507.4,0.0
Oklahoma,Thermal,0.0,24.5,9.0,2590.0,44.4,1931.7
Oklahoma,Thermal,495.2,0.0,0.0,29.3,7.0,2508.0
Oklahoma,Thermal,40.6,1872.0,483.5,0.0,0.0,25.3
Oklahoma,Thermal,10.0,2431.0,42.1,1830.9,450.0,0.0
Oklahoma,Thermal,0.0,24.7,12.0,2359.0,42.2,1769.0
Oklahoma,Thermal,409.2,0.0,0.0,22.8,10.0,2254.0
Oklahoma,Thermal,40.7,1779.8,405.9,0.0,0.0,24.1
Oklahoma,Thermal,7.0,2258.0,42.8,1801.7,397.5,0.0
Oklahoma,Thermal,0.0,24.1,8.0,2274.0,33.9,1756.5
Oklahoma,Thermal,385.2,0.0,0.0,20.6,6.0,2203.0
Oklahoma,Thermal,37.4,1723.7,376.5,0.0,0.0,23.2
Oklahoma,Thermal,6.0,2167.0,41.9,1838.5,371.1,0.0
Oklahoma,Thermal,0.0,26.5,12.0,2290.0,39.7,1824.5
Oklahoma,Thermal,355.3,0.0,0.0,26.5,11.0,2257.0
Oklahoma,Thermal,43.1,1880.5,372.6,0.0,0.0,27.1
Oklahoma,Thermal,8.0,2331.0,34.8,1978.3,364.8,0.0
Oklahoma,Thermal,0.0,25.7,16.0,2420.0,29.9,2099.8
Oregon,Thermal,0.0,0.0,0.0,0.0,NA,56.4
Oregon,Thermal,42.0,98.0,0.0,0.0,0.0,0.0
Oregon,Thermal,NA,57.8,56.0,114.0,0.0,0.0
Oregon,Thermal,0.0,0.0,NA,58.5,57.0,115.0
Oregon,Thermal,0.0,0.0,0.0,0.0,NA,56.8
Oregon,Thermal,60.0,117.0,0.0,0.0,0.0,0.0
Oregon,Thermal,NA,59.1,69.0,128.0,0.0,0.0
Oregon,Thermal,0.0,0.0,NA,58.8,95.0,154.0
Oregon,Thermal,0.0,0.0,0.0,0.0,NA,57.4
Oregon,Thermal,102.0,159.0,0.0,0.0,0.0,0.0
Oregon,Thermal,NA,59.2,117.0,176.0,0.0,0.0
Oregon,Thermal,0.0,0.0,NA,57.3,124.0,181.0
Oregon,Thermal,0.0,0.0,0.0,0.0,NA,58.6
Oregon,Thermal,96.0,154.0,0.0,0.0,0.0,0.0
Oregon,Thermal,NA,56.9,122.0,179.0,0.0,0.0
Oregon,Thermal,0.0,(s),NA,57.7,117.0,175.0
Oregon,Thermal,0.0,0.0,0.0,23.2,NA,67.3
Oregon,Thermal,120.0,211.0,0.0,0.0,0.0,69.9
Oregon,Thermal,NA,73.3,83.0,226.0,0.0,0.0
Oregon,Thermal,0.0,17.1,NA,78.0,108.0,204.0
Oregon,Thermal,0.0,(s),0.0,48.9,NA,78.1
Oregon,Thermal,101.0,228.0,0.0,(s),0.0,58.8
Oregon,Thermal,NA,87.2,103.0,249.0,0.0,(s)
Oregon,Thermal,0.0,70.9,0.0,92.6,109.0,273.0
Oregon,Thermal,0.0,(s),0.0,53.1,0.0,88.3
Oregon,Thermal,154.0,295.0,0.0,(s),0.0,40.2
Oregon,Thermal,0.0,100.0,153.0,294.0,0.0,2.9
Oregon,Thermal,0.0,51.3,0.0,103.7,159.0,317.0
Oregon,Thermal,0.0,4.2,0.0,73.4,0.0,103.6
Oregon,Thermal,139.0,320.0,0.0,4.7,0.0,74.9
Oregon,Thermal,0.0,106.8,139.0,325.0,0.0,3.9
Oregon,Thermal,0.0,45.4,0.0,107.6,121.0,277.0
Oregon,Thermal,0.0,4.1,0.0,67.2,0.0,112.6
Oregon,Thermal,118.0,302.0,0.0,2.6,0.0,56.1
Oregon,Thermal,0.0,84.5,130.0,273.0,0.0,2.9
Oregon,Thermal,0.0,64.3,0.0,57.7,141.0,266.0
Oregon,Thermal,0.0,2.8,0.0,15.4,0.0,55.1
Oregon,Thermal,140.0,214.0,0.0,2.7,0.0,47.9
Oregon,Thermal,0.0,45.4,109.0,204.0,0.0,4.2
Oregon,Thermal,0.0,(s),0.0,43.6,123.0,170.0
Oregon,Thermal,0.0,3.4,0.0,0.0,0.0,45.1
Oregon,Thermal,107.0,155.0,0.0,2.0,0.0,0.0
Oregon,Thermal,0.0,45.9,140.0,187.0,0.0,1.5
Oregon,Thermal,0.0,0.0,0.0,52.1,154.0,207.0
Oregon,Thermal,0.0,1.2,0.0,0.0,0.0,52.6
Oregon,Thermal,160.0,214.0,0.0,1.1,0.0,0.0
Oregon,Thermal,0.0,46.1,137.0,184.0,0.0,1.4
Oregon,Thermal,0.0,0.0,0.0,40.9,157.0,199.0
Oregon,Thermal,0.0,1.2,0.0,0.0,0.0,45.8
Oregon,Thermal,131.0,178.0,0.0,1.1,0.0,0.0
Oregon,Thermal,0.0,51.5,99.0,152.0,0.0,0.9
Oregon,Thermal,0.0,0.0,0.0,45.2,120.0,166.0
Oregon,Thermal,0.0,0.7,0.0,0.0,0.0,41.8
Oregon,Thermal,116.0,159.0,0.0,0.5,0.0,0.0
Oregon,Thermal,0.0,45.5,116.0,162.0,0.0,0.5
Oregon,Thermal,0.0,0.0,0.0,45.5,109.0,155.0
Oregon,Thermal,0.0,0.6,0.0,0.0,0.0,46.5
Oregon,Thermal,134.0,181.0,0.0,0.4,0.0,0.0
Oregon,Thermal,2.0,48.5,120.0,171.0,0.0,0.8
Pennsylvania,Thermal,2169.8,117.9,34.9,2.7,NA,46.5
Pennsylvania,Thermal,6.0,2377.0,2453.6,87.4,28.5,3.7
Pennsylvania,Thermal,NA,47.4,4.0,2625.0,2432.4,94.1
Pennsylvania,Thermal,25.2,6.1,NA,48.6,4.0,2611.0
Pennsylvania,Thermal,2361.8,93.1,25.4,7.0,NA,48.3
Pennsylvania,Thermal,6.0,2542.0,2257.7,91.0,24.1,5.3
Pennsylvania,Thermal,NA,50.6,4.0,2432.0,2303.5,81.9
Pennsylvania,Thermal,25.8,4.6,NA,52.2,3.0,2471.0
Pennsylvania,Thermal,2358.0,79.5,23.7,5.1,NA,53.2
Pennsylvania,Thermal,4.0,2524.0,2127.4,79.1,22.0,4.8
Pennsylvania,Thermal,NA,52.4,2.0,2288.0,2164.6,76.5
Pennsylvania,Thermal,20.0,3.1,NA,54.2,5.0,2323.0
Pennsylvania,Thermal,2096.9,81.4,19.0,3.9,NA,56.6
