State,Units,Coal (T Btu),Natural Gas (T Btu),Crude Oil (T Btu),Fuel Ethanol (T Btu),Biodiesel (T Btu),Renewable Diesel (T Btu)
Kentucky,Thermal,20.9,0.0,0.0,18.5,12.0,4001.0
Kentucky,Thermal,3940.2,87.4,17.3,0.0,0.0,13.0
Kentucky,Thermal,12.0,4069.0,3832.7,88.3,16.9,0.0
Kentucky,Thermal,0.0,11.1,11.0,3960.0,3502.9,82.9
Kentucky,Thermal,16.1,0.0,0.0,11.5,9.0,3622.0
Kentucky,Thermal,3270.2,87.1,20.1,0.0,0.0,11.7
Kentucky,Thermal,8.0,3397.0,3326.9,87.0,17.2,0.0
Kentucky,Thermal,(s),12.7,13.0,3457.0,3099.0,94.1
Kentucky,Thermal,15.8,0.0,(s),21.2,14.0,3244.0
Kentucky,Thermal,2809.8,92.9,14.7,0.0,(s),24.6
Kentucky,Thermal,14.0,2956.0,2845.5,100.9,14.8,0.0
Kentucky,Thermal,3.8,26.4,14.0,3005.0,2973.9,97.9
Kentucky,Thermal,14.7,0.0,4.0,32.6,11.0,3134.0
Kentucky,Thermal,3000.9,101.1,13.6,0.0,4.9,30.4
Kentucky,Thermal,10.0,3161.0,2872.9,100.6,15.5,0.0
Kentucky,Thermal,5.7,32.5,7.0,3034.0,2927.9,121.3
Louisiana,Thermal,0.0,2937.8,2089.3,0.0,NA,39.0
Louisiana,Thermal,0.0,5066.1,0.0,4034.1,2661.6,0.0
Louisiana,Thermal,NA,38.3,0.0,6734.0,0.0,4469.2
Louisiana,Thermal,2900.3,0.0,NA,39.8,0.0,7409.3
Louisiana,Thermal,0.0,4908.9,3292.3,0.0,NA,37.7
Louisiana,Thermal,0.0,8238.9,0.0,5326.5,3286.8,0.0
Louisiana,Thermal,NA,40.8,0.0,8654.1,0.0,5837.4
Louisiana,Thermal,3219.9,0.0,NA,40.7,0.0,9097.9
Louisiana,Thermal,0.0,5952.6,3363.9,0.0,NA,41.6
Louisiana,Thermal,0.0,9358.1,0.0,5928.0,3254.7,0.0
Louisiana,Thermal,NA,41.9,0.0,9224.5,0.0,5554.7
Louisiana,Thermal,3017.6,0.0,NA,44.8,0.0,8617.1
Louisiana,Thermal,0.0,5521.2,2709.4,0.0,NA,45.7
Louisiana,Thermal,0.0,8276.3,0.0,4858.2,2323.3,0.0
Louisiana,Thermal,NA,44.9,0.0,7226.4,0.0,4136.3
Louisiana,Thermal,1983.7,0.0,NA,42.4,0.0,6162.4
Louisiana,Thermal,0.0,3877.9,1782.5,0.0,NA,45.2
Louisiana,Thermal,0.0,5705.5,0.0,3761.4,1624.7,0.0
Louisiana,Thermal,NA,46.7,0.0,5432.9,0.0,3766.2
Louisiana,Thermal,1501.1,0.0,NA,47.8,0.0,5315.1
Louisiana,Thermal,0.0,3395.6,1332.8,0.0,NA,44.7
Louisiana,Thermal,0.0,4773.2,0.0,3099.0,1240.1,0.0
Louisiana,Thermal,NA,64.7,0.0,4403.8,0.0,2926.6
Louisiana,Thermal,1157.6,0.0,0.0,68.3,0.0,4152.4
Louisiana,Thermal,0.0,2622.3,1094.7,0.0,0.0,69.7
Louisiana,Thermal,0.0,3786.7,0.0,2305.9,1041.8,0.0
Louisiana,Thermal,0.0,74.7,0.0,3422.3,0.0,2373.9
Louisiana,Thermal,1084.7,0.0,0.0,78.6,0.0,3537.2
Louisiana,Thermal,2.8,1989.3,1069.6,26.1,0.0,78.5
Louisiana,Thermal,0.0,3166.4,30.9,2080.2,1054.4,112.5
Louisiana,Thermal,0.0,99.8,0.0,3377.9,37.8,2008.7
Louisiana,Thermal,1015.2,128.7,0.0,100.1,0.0,3290.4
Louisiana,Thermal,40.1,2034.9,957.0,146.2,0.0,103.9
Louisiana,Thermal,0.0,3282.1,40.9,1974.7,889.1,131.1
Louisiana,Thermal,0.0,129.1,0.2,3165.1,43.8,1961.8
Louisiana,Thermal,856.0,150.2,0.0,118.2,2.0,3132.0
Louisiana,Thermal,43.7,1921.5,853.0,146.3,0.0,120.5
Louisiana,Thermal,2.0,3087.0,45.0,1932.7,829.8,108.4
Louisiana,Thermal,0.0,123.8,2.0,3042.0,43.3,1945.9
Louisiana,Thermal,804.3,151.2,0.0,124.6,4.0,3073.0
Louisiana,Thermal,47.7,1965.5,733.6,133.6,0.0,136.9
Louisiana,Thermal,3.0,3020.0,50.7,1974.9,712.7,164.8
Louisiana,Thermal,0.0,141.4,3.0,3048.0,44.4,1919.3
Louisiana,Thermal,766.5,165.6,0.0,142.1,3.0,3041.0
Louisiana,Thermal,48.6,1898.8,778.0,141.8,0.0,138.7
Louisiana,Thermal,3.0,3009.0,43.5,1876.2,778.5,172.3
Louisiana,Thermal,0.0,136.2,4.0,3010.0,41.1,1881.9
Louisiana,Thermal,696.0,137.0,0.0,139.6,3.0,2898.0
Louisiana,Thermal,50.4,1781.1,611.5,164.7,0.0,136.4
Louisiana,Thermal,2.0,2746.0,50.8,1791.7,606.7,181.0
Louisiana,Thermal,0.0,128.0,3.0,2761.0,52.0,1651.0
Louisiana,Thermal,541.3,180.7,0.0,131.3,3.0,2559.0
Louisiana,Thermal,54.6,1599.3,522.1,168.1,0.0,138.8
Louisiana,Thermal,3.0,2486.0,51.7,1609.9,483.0,178.1
Louisiana,Thermal,0.0,173.8,4.0,2501.0,61.5,1514.7
Louisiana,Thermal,436.2,163.6,0.0,142.2,3.0,2321.0
Louisiana,Thermal,57.5,1571.9,427.0,174.6,0.4,141.3
Louisiana,Thermal,3.0,2376.0,42.9,1577.2,446.5,179.1
Louisiana,Thermal,0.5,140.6,4.0,2390.0,54.8,1562.6
Maine,Thermal,0.0,0.0,0.0,0.0,NA,29.2
Maine,Thermal,9.0,38.0,0.0,0.0,0.0,0.0
Maine,Thermal,NA,30.1,7.0,37.0,0.0,0.0
Maine,Thermal,0.0,0.0,NA,30.6,8.0,38.0
Maine,Thermal,0.0,0.0,0.0,0.0,NA,31.6
Maine,Thermal,8.0,40.0,0.0,0.0,0.0,0.0
Maine,Thermal,NA,32.7,8.0,41.0,0.0,0.0
Maine,Thermal,0.0,0.0,NA,32.8,9.0,42.0
Maine,Thermal,0.0,0.0,0.0,0.0,NA,29.5
Maine,Thermal,9.0,39.0,0.0,0.0,0.0,0.0
Maine,Thermal,NA,29.6,8.0,38.0,0.0,0.0
Maine,Thermal,0.0,0.6,NA,32.3,9.0,42.0
Maine,Thermal,0.0,0.0,0.0,36.5,NA,32.5
Maine,Thermal,10.0,79.0,0.0,0.0,0.0,39.9
Maine,Thermal,NA,33.9,9.0,83.0,0.0,0.0
Maine,Thermal,0.0,49.6,NA,32.7,9.0,91.0
Maine,Thermal,0.0,0.0,0.0,65.5,NA,38.0
Maine,Thermal,10.0,114.0,0.0,0.0,0.0,55.4
Maine,Thermal,NA,41.0,10.0,106.0,0.0,0.0
Maine,Thermal,0.0,58.6,NA,45.6,9.0,113.0
Maine,Thermal,0.0,0.0,0.0,48.9,NA,48.0
Maine,Thermal,9.0,106.0,0.0,0.0,0.0,48.0
Maine,Thermal,NA,96.0,8.0,152.0,0.0,0.0
Maine,Thermal,0.0,57.5,0.0,99.9,9.0,167.0
Maine,Thermal,0.0,0.0,0.0,50.1,0.0,96.1
Maine,Thermal,10.0,156.0,0.0,0.0,0.0,62.5
Maine,Thermal,0.0,109.4,10.0,181.0,0.0,0.0
Maine,Thermal,0.0,55.6,0.0,108.1,10.0,173.0
Maine,Thermal,0.0,0.0,0.0,56.9,0.0,107.9
Maine,Thermal,9.0,174.0,0.0,0.0,0.0,66.0
Maine,Thermal,0.0,91.4,10.0,167.0,0.0,0.0
Maine,Thermal,0.0,42.2,0.0,88.5,9.0,139.0
Maine,Thermal,0.0,0.0,0.0,53.2,0.0,91.8
Maine,Thermal,8.0,153.0,0.0,0.0,0.0,73.5
Maine,Thermal,0.0,118.4,11.0,203.0,0.0,0.0
Maine,Thermal,0.0,51.4,0.0,109.0,14.0,174.0
Maine,Thermal,0.0,0.0,0.0,65.7,0.0,117.3
Maine,Thermal,13.0,196.0,0.0,0.0,0.0,56.1
Maine,Thermal,0.0,122.6,12.0,190.0,0.0,0.0
Maine,Thermal,0.0,60.3,0.0,124.6,11.0,196.0
Maine,Thermal,0.0,0.0,0.0,69.3,0.0,120.4
Maine,Thermal,12.0,201.0,0.0,0.0,0.0,2.1
Maine,Thermal,0.0,126.2,11.0,139.0,0.0,0.0
Maine,Thermal,0.0,53.2,0.0,124.1,14.0,191.0
Maine,Thermal,0.0,0.0,0.0,0.0,0.0,124.5
Maine,Thermal,12.0,137.0,0.0,0.0,0.0,0.0
Maine,Thermal,0.0,113.2,12.0,126.0,0.0,0.0
Maine,Thermal,0.0,0.0,0.0,120.7,12.0,133.0
Maine,Thermal,0.0,0.0,0.0,0.0,0.0,126.3
Maine,Thermal,12.0,138.0,0.0,0.0,0.0,0.0
Maine,Thermal,0.0,118.7,9.0,127.0,0.0,0.0
Maine,Thermal,0.0,0.0,0.0,112.1,9.0,121.0
Maine,Thermal,0.0,0.0,0.0,0.0,0.0,100.1
Maine,Thermal,10.0,111.0,0.0,0.0,0.0,0.0
Maine,Thermal,0.0,102.3,11.0,114.0,0.0,0.0
Maine,Thermal,0.0,0.0,0.0,118.7,14.0,132.0
Maine,Thermal,0.0,0.0,0.0,0.0,0.0,109.8
Maine,Thermal,14.0,124.0,0.0,0.0,0.0,0.0
Maine,Thermal,0.0,117.6,13.0,130.0,0.0,0.0
Maryland,Thermal,18.9,4.2,0.0,0.0,NA,23.8
Maryland,Thermal,4.0,51.0,30.6,0.4,0.0,0.0
Maryland,Thermal,NA,27.1,3.0,62.0,30.9,0.7
Maryland,Thermal,0.0,0.0,NA,28.3,4.0,64.0
Maryland,Thermal,33.0,0.6,0.0,0.0,NA,29.4
Maryland,Thermal,6.0,69.0,36.6,0.9,0.0,0.0
Maryland,Thermal,NA,31.0,5.0,74.0,34.6,1.0
Maryland,Thermal,0.0,0.0,NA,31.3,4.0,71.0
Maryland,Thermal,40.9,0.8,0.0,0.0,NA,31.8
Maryland,Thermal,6.0,80.0,41.6,0.2,0.0,0.0
Maryland,Thermal,NA,30.7,6.0,78.0,41.5,0.2
Maryland,Thermal,0.0,0.0,NA,32.4,7.0,82.0
Maryland,Thermal,40.5,0.3,0.0,0.0,NA,32.6
Maryland,Thermal,7.0,80.0,51.3,0.1,0.0,0.0
Maryland,Thermal,NA,31.8,6.0,90.0,59.1,0.1
Maryland,Thermal,0.0,48.3,NA,31.8,7.0,147.0
Maryland,Thermal,65.5,0.1,0.0,70.9,NA,34.7
Maryland,Thermal,7.0,178.0,70.3,0.1,0.0,117.2
Maryland,Thermal,NA,38.5,6.0,233.0,69.8,0.1
Maryland,Thermal,0.0,108.3,NA,41.3,5.0,225.0
Maryland,Thermal,62.3,(s),0.0,105.2,NA,43.6
Maryland,Thermal,7.0,218.0,89.5,0.1,0.0,119.4
Maryland,Thermal,NA,32.6,4.0,245.0,107.3,0.1
Maryland,Thermal,0.0,127.1,0.0,30.5,4.0,269.0
Maryland,Thermal,93.8,(s),0.0,114.6,0.0,37.6
Maryland,Thermal,4.0,250.0,79.1,(s),0.0,127.3
Maryland,Thermal,0.0,33.5,6.0,246.0,100.6,0.1
Maryland,Thermal,0.0,126.3,0.0,39.0,6.0,272.0
Maryland,Thermal,74.7,(s),0.0,105.4,0.0,39.2
Maryland,Thermal,5.0,224.0,97.7,(s),0.0,135.7
Maryland,Thermal,0.0,35.0,6.0,274.0,99.1,(s)
Maryland,Thermal,0.0,105.1,0.0,31.0,5.0,240.0
Maryland,Thermal,82.1,(s),0.0,124.4,0.0,32.5
Maryland,Thermal,4.0,243.0,84.5,(s),0.0,28.8
Maryland,Thermal,0.0,36.8,6.0,156.0,88.0,(s)
Maryland,Thermal,0.0,13.2,0.0,26.5,8.0,135.0
Maryland,Thermal,95.4,(s),0.0,94.7,0.0,26.9
Maryland,Thermal,4.0,222.0,84.0,(s),0.0,111.7
Maryland,Thermal,0.0,27.7,6.0,229.0,84.7,(s)
Maryland,Thermal,0.0,129.2,0.0,32.0,5.0,251.0
Maryland,Thermal,92.9,(s),0.0,117.4,0.0,32.1
Maryland,Thermal,7.0,249.0,94.1,(s),0.0,135.9
Maryland,Thermal,0.0,36.8,5.0,272.0,103.1,0.1
Maryland,Thermal,0.0,127.0,0.0,40.5,8.0,279.0
Maryland,Thermal,103.6,0.1,0.0,138.7,0.0,36.5
Maryland,Thermal,5.0,284.0,100.2,0.1,0.0,139.9
Maryland,Thermal,0.0,34.6,6.0,280.0,94.4,(s)
Maryland,Thermal,0.0,139.1,0.0,35.9,5.0,274.0
Maryland,Thermal,110.6,(s),0.0,144.2,0.0,36.0
Maryland,Thermal,6.0,296.0,111.7,(s),0.0,142.6
Maryland,Thermal,0.0,20.8,4.0,279.0,125.7,(s)
Maryland,Thermal,0.0,126.6,0.0,21.0,5.0,279.0
Maryland,Thermal,124.6,(s),0.0,142.7,0.0,27.1
Maryland,Thermal,9.0,303.0,129.1,(s),0.0,152.0
Maryland,Thermal,0.0,28.0,8.0,318.0,126.7,(s)
Maryland,Thermal,0.0,153.4,0.0,26.3,6.0,312.0
Maryland,Thermal,122.2,(s),0.0,144.3,0.0,24.4
Maryland,Thermal,7.0,298.0,53.8,(s),0.0,150.6
Maryland,Thermal,(s),24.1,6.0,234.0,65.6,(s)
Massachusetts,Thermal,0.0,0.0,0.0,0.4,NA,42.8
Massachusetts,Thermal,3.0,46.0,0.0,0.0,0.0,11.4
Massachusetts,Thermal,NA,48.7,2.0,62.0,0.0,0.0
Massachusetts,Thermal,0.0,12.6,NA,49.7,2.0,65.0
Massachusetts,Thermal,0.0,0.0,0.0,14.7,NA,49.8
Massachusetts,Thermal,2.0,67.0,0.0,0.0,0.0,13.8
Massachusetts,Thermal,NA,54.0,2.0,70.0,0.0,0.0
Massachusetts,Thermal,0.0,12.6,NA,55.4,3.0,71.0
Massachusetts,Thermal,0.0,0.0,0.0,13.3,NA,57.1
Massachusetts,Thermal,2.0,73.0,0.0,0.0,0.0,15.6
Massachusetts,Thermal,NA,53.9,2.0,71.0,0.0,0.0
Massachusetts,Thermal,0.0,16.2,NA,50.4,2.0,69.0
Massachusetts,Thermal,0.0,0.0,0.0,55.8,NA,50.7
Massachusetts,Thermal,1.0,108.0,0.0,0.0,0.0,32.2
Massachusetts,Thermal,NA,52.5,1.0,86.0,0.0,0.0
Massachusetts,Thermal,0.0,41.6,NA,49.0,1.0,92.0
Massachusetts,Thermal,0.0,0.0,0.0,40.5,NA,55.4
Massachusetts,Thermal,1.0,97.0,0.0,0.0,0.0,39.6
Massachusetts,Thermal,NA,58.9,1.0,100.0,0.0,0.0
Massachusetts,Thermal,0.0,60.9,NA,65.5,0.0,127.0
Massachusetts,Thermal,0.0,0.0,0.0,66.1,NA,69.8
Massachusetts,Thermal,1.0,137.0,0.0,0.0,0.0,35.3
Massachusetts,Thermal,NA,70.9,0.0,106.0,0.0,0.0
Massachusetts,Thermal,0.0,47.8,0.0,68.7,1.0,117.0
Massachusetts,Thermal,0.0,0.0,0.0,46.2,0.0,64.0
Massachusetts,Thermal,0.0,111.0,0.0,0.0,0.0,66.1
Massachusetts,Thermal,0.0,75.7,0.0,142.0,0.0,0.0
Massachusetts,Thermal,0.0,11.2,0.0,61.9,1.0,74.0
Massachusetts,Thermal,0.0,0.0,0.0,65.1,0.0,62.7
Massachusetts,Thermal,0.0,128.0,0.0,0.0,0.0,25.6
Massachusetts,Thermal,0.0,65.5,1.0,92.0,0.0,0.0
Massachusetts,Thermal,0.0,11.9,0.0,57.0,1.0,70.0
Massachusetts,Thermal,0.0,0.0,0.0,11.8,0.0,59.6
Massachusetts,Thermal,0.0,72.0,0.0,0.0,0.0,31.9
Massachusetts,Thermal,0.0,62.4,1.0,95.0,0.0,0.0
Massachusetts,Thermal,0.0,53.6,0.0,52.1,4.0,110.0
Massachusetts,Thermal,0.0,0.0,0.0,46.3,0.0,54.7
Massachusetts,Thermal,4.0,105.0,0.0,0.0,0.0,49.7
Massachusetts,Thermal,0.0,57.7,3.0,111.0,0.0,0.0
Massachusetts,Thermal,0.0,45.6,0.0,60.4,3.0,109.0
Massachusetts,Thermal,0.0,0.0,0.0,40.3,0.0,63.5
Massachusetts,Thermal,3.0,107.0,0.0,0.0,0.0,47.1
Massachusetts,Thermal,0.0,63.3,3.0,113.0,0.0,0.0
Massachusetts,Thermal,0.0,55.9,0.0,65.8,4.0,126.0
Massachusetts,Thermal,0.0,0.0,0.0,45.2,0.0,61.4
Massachusetts,Thermal,3.0,110.0,0.0,0.0,0.0,59.8
Massachusetts,Thermal,0.0,55.5,3.0,119.0,0.0,0.0
Massachusetts,Thermal,0.0,47.2,0.0,54.8,3.0,105.0
Massachusetts,Thermal,0.0,0.0,0.0,57.5,0.0,58.2
Massachusetts,Thermal,4.0,119.0,0.0,0.0,0.0,53.7
Massachusetts,Thermal,0.0,40.3,2.0,96.0,0.0,0.0
Massachusetts,Thermal,0.0,60.2,0.0,37.4,3.0,101.0
Massachusetts,Thermal,0.0,0.0,0.0,51.9,0.0,38.9
Massachusetts,Thermal,4.0,95.0,0.0,0.0,0.0,61.9
Massachusetts,Thermal,0.0,40.5,4.0,106.0,0.0,0.0
Massachusetts,Thermal,0.0,57.1,0.0,29.7,4.0,91.0
Massachusetts,Thermal,0.0,0.0,0.0,60.8,0.0,29.8
Massachusetts,Thermal,5.0,96.0,0.0,0.0,0.0,53.7
Massachusetts,Thermal,0.0,29.5,3.0,86.0,0.0,0.0
Michigan,Thermal,0.0,23.1,92.2,0.0,NA,37.3
Michigan,Thermal,6.0,159.0,0.0,38.3,85.4,2.1
Michigan,Thermal,NA,36.9,6.0,169.0,0.0,37.8
Michigan,Thermal,82.8,4.0,NA,37.9,6.0,168.0
Michigan,Thermal,0.0,37.2,79.3,5.8,NA,36.0
Michigan,Thermal,6.0,165.0,0.0,44.9,75.2,4.8
Michigan,Thermal,NA,36.4,6.0,167.0,0.0,40.1
Michigan,Thermal,70.8,4.4,NA,36.9,6.0,158.0
Michigan,Thermal,0.0,43.1,67.8,4.1,NA,36.4
Michigan,Thermal,5.0,157.0,0.0,29.4,69.0,4.2
Michigan,Thermal,NA,35.3,6.0,144.0,0.0,38.0
Michigan,Thermal,75.3,22.9,NA,37.6,6.0,180.0
Michigan,Thermal,0.0,47.6,84.8,32.5,NA,36.3
Michigan,Thermal,3.0,204.0,0.0,72.7,104.5,4.6
Michigan,Thermal,NA,38.2,4.0,224.0,0.0,107.9
Michigan,Thermal,141.6,79.0,NA,35.9,3.0,368.0
Michigan,Thermal,0.0,130.9,176.4,109.4,NA,41.6
Michigan,Thermal,3.0,461.0,0.0,149.0,191.2,110.2
Michigan,Thermal,NA,45.0,3.0,498.0,0.0,171.0
Michigan,Thermal,201.1,143.4,NA,55.0,3.0,574.0
Michigan,Thermal,0.0,186.7,202.2,164.7,NA,60.4
Michigan,Thermal,4.0,618.0,0.0,189.3,196.1,173.3
Michigan,Thermal,NA,90.6,4.0,653.0,0.0,180.7
Michigan,Thermal,189.5,188.2,0.0,95.3,4.0,657.0
Michigan,Thermal,0.0,180.0,182.5,166.1,0.0,94.8
Michigan,Thermal,4.0,627.0,0.0,163.5,184.1,178.7
Michigan,Thermal,0.0,104.8,4.0,635.0,0.0,168.0
Michigan,Thermal,177.2,152.7,0.0,99.1,3.0,600.0
Michigan,Thermal,0.0,152.6,158.3,142.9,0.0,100.2
Michigan,Thermal,3.0,557.0,0.0,149.6,149.0,129.7
Michigan,Thermal,0.0,105.6,2.0,536.0,0.0,168.5
Michigan,Thermal,150.6,150.3,0.0,107.1,1.0,578.0
Michigan,Thermal,0.0,168.8,134.9,188.8,0.0,112.2
Michigan,Thermal,2.0,606.0,0.0,178.5,125.1,225.5
Michigan,Thermal,0.0,103.3,3.0,635.0,0.0,191.6
Michigan,Thermal,114.1,228.7,0.0,80.2,6.0,621.0
Michigan,Thermal,0.0,214.8,101.6,283.3,0.0,86.2
Michigan,Thermal,6.0,692.0,0.0,213.4,90.4,197.4
Michigan,Thermal,0.0,89.1,7.0,597.0,0.0,221.7
Michigan,Thermal,80.0,299.6,0.0,81.4,7.0,689.0
Michigan,Thermal,0.0,238.8,70.8,147.8,0.0,84.3
Michigan,Thermal,6.0,548.0,0.0,253.7,66.0,256.9
Michigan,Thermal,0.0,88.2,6.0,671.0,0.0,259.7
Michigan,Thermal,62.9,281.8,0.0,102.9,7.0,714.0
Michigan,Thermal,0.0,320.9,58.3,230.0,0.0,95.0
Michigan,Thermal,7.0,711.0,0.0,293.2,52.2,131.1
Michigan,Thermal,0.0,90.4,6.0,572.0,0.0,292.1
Michigan,Thermal,45.4,152.5,0.0,91.6,6.0,588.0
Michigan,Thermal,0.0,311.9,45.9,196.9,0.0,94.6
Michigan,Thermal,6.0,655.0,0.0,288.4,42.8,278.9
Michigan,Thermal,0.0,76.6,6.0,693.0,0.0,285.8
Michigan,Thermal,41.9,324.6,0.0,70.7,7.0,730.0
Michigan,Thermal,0.0,249.0,37.5,291.3,6.2,81.1
Michigan,Thermal,6.0,671.0,0.0,271.8,34.5,318.7
Michigan,Thermal,6.9,84.3,7.0,723.0,0.0,270.3
Michigan,Thermal,33.3,343.0,6.6,93.1,7.0,753.0
Michigan,Thermal,0.0,271.9,33.9,303.3,11.0,88.2
Michigan,Thermal,8.0,716.0,0.0,274.6,33.2,330.6
Michigan,Thermal,26.7,90.3,7.0,763.0,0.0,161.8
Minnesota,Thermal,0.0,0.0,0.0,0.0,NA,25.4
Minnesota,Thermal,3.0,28.0,0.0,0.0,0.0,1.7
Minnesota,Thermal,NA,23.4,3.0,28.0,0.0,0.0
Minnesota,Thermal,0.0,1.5,NA,22.7,4.0,28.0
Minnesota,Thermal,0.0,0.0,0.0,1.6,NA,23.4
Minnesota,Thermal,2.0,28.0,0.0,0.0,0.0,0.2
Minnesota,Thermal,NA,23.4,3.0,27.0,0.0,0.0
Minnesota,Thermal,0.0,0.0,NA,23.7,3.0,27.0
Minnesota,Thermal,0.0,0.0,0.0,0.0,NA,23.4
Minnesota,Thermal,3.0,26.0,0.0,0.0,0.0,15.1
Minnesota,Thermal,NA,23.5,3.0,42.0,0.0,0.0
Minnesota,Thermal,0.0,38.4,NA,24.9,3.0,66.0
Minnesota,Thermal,0.0,0.0,0.0,35.7,NA,25.5
Minnesota,Thermal,3.0,64.0,0.0,0.0,0.0,48.7
Minnesota,Thermal,NA,26.3,3.0,78.0,0.0,0.0
Minnesota,Thermal,0.0,107.4,NA,27.4,3.0,137.0
Minnesota,Thermal,0.0,0.0,0.0,109.5,NA,29.5
Minnesota,Thermal,2.0,141.0,0.0,0.0,0.0,120.2
Minnesota,Thermal,NA,29.7,2.0,152.0,0.0,0.0
Minnesota,Thermal,0.0,126.8,NA,39.0,3.0,169.0
Minnesota,Thermal,0.0,0.0,0.0,125.1,NA,44.5
Minnesota,Thermal,3.0,172.0,0.0,0.0,0.0,109.4
Minnesota,Thermal,NA,46.6,2.0,158.0,0.0,0.0
Minnesota,Thermal,0.0,112.4,0.0,46.8,3.0,162.0
Minnesota,Thermal,0.0,0.0,0.0,112.9,0.0,48.4
Minnesota,Thermal,3.0,164.0,0.0,0.0,0.0,128.2
Minnesota,Thermal,0.0,51.4,3.0,183.0,0.0,0.0
Minnesota,Thermal,0.0,90.3,0.0,55.9,3.0,149.0
Minnesota,Thermal,0.0,0.0,0.0,122.9,0.0,56.3
Minnesota,Thermal,3.0,182.0,0.0,0.0,0.0,116.9
Minnesota,Thermal,0.4,52.2,3.0,173.0,0.0,0.0
Minnesota,Thermal,0.0,120.6,0.4,49.5,3.0,173.0
Minnesota,Thermal,0.0,0.0,0.0,130.3,0.4,52.8
Minnesota,Thermal,2.0,185.0,0.0,0.0,0.0,115.6
Minnesota,Thermal,1.6,52.9,3.0,173.0,0.0,0.0
Minnesota,Thermal,0.0,128.5,1.6,48.8,3.0,182.0
Minnesota,Thermal,0.0,0.0,0.0,126.4,2.5,49.4
Minnesota,Thermal,4.0,182.0,0.0,0.0,0.0,116.9
Minnesota,Thermal,5.2,52.8,4.0,179.0,0.0,0.0
Minnesota,Thermal,0.0,125.9,5.6,52.1,4.0,188.0
Minnesota,Thermal,0.0,0.0,0.0,127.8,6.0,53.5
Minnesota,Thermal,4.0,191.0,0.0,0.0,0.0,139.1
Minnesota,Thermal,7.4,56.2,4.0,207.0,0.0,0.0
Minnesota,Thermal,0.0,127.0,10.0,57.1,4.0,199.0
Minnesota,Thermal,0.0,0.0,0.0,113.5,16.2,55.6
Minnesota,Thermal,4.0,189.0,0.0,0.0,0.0,122.2
Minnesota,Thermal,17.9,50.9,4.0,195.0,0.0,0.0
Minnesota,Thermal,0.0,139.1,27.3,50.5,6.0,223.0
Minnesota,Thermal,0.0,0.0,0.0,135.2,31.6,54.4
Minnesota,Thermal,6.0,227.0,0.0,0.0,0.0,123.1
Minnesota,Thermal,36.2,54.4,6.0,220.0,0.0,0.0
Minnesota,Thermal,0.0,142.9,43.0,46.3,6.0,238.0
Minnesota,Thermal,0.0,0.0,0.0,139.8,51.1,43.9
Minnesota,Thermal,6.0,241.0,0.0,0.0,0.0,138.6
Minnesota,Thermal,56.7,52.8,5.0,253.0,0.0,0.0
Minnesota,Thermal,0.0,133.9,61.2,57.1,8.0,260.0
Minnesota,Thermal,0.0,0.0,0.0,137.6,84.7,53.5
Minnesota,Thermal,9.0,285.0,0.0,0.0,0.0,137.4
Minnesota,Thermal,88.3,63.5,12.0,301.0,0.0,0.0
Mississippi,Thermal,0.0,179.7,299.7,0.0,NA,46.6
Mississippi,Thermal,0.0,525.9,0.0,173.8,325.9,0.0
Mississippi,Thermal,NA,37.8,0.0,537.4,0.0,163.2
Mississippi,Thermal,320.3,0.0,NA,37.8,0.0,521.3
Mississippi,Thermal,0.0,145.3,331.5,0.0,NA,34.3
Mississippi,Thermal,0.0,511.0,0.0,140.7,340.5,0.0
Mississippi,Thermal,NA,35.5,0.0,516.6,0.0,136.7
Mississippi,Thermal,372.8,0.0,NA,34.6,0.0,544.2
Mississippi,Thermal,0.0,131.3,377.7,0.0,NA,33.5
Mississippi,Thermal,0.0,542.5,0.0,123.9,371.6,0.0
Mississippi,Thermal,NA,32.8,0.0,528.3,0.0,108.4
Mississippi,Thermal,354.4,0.0,NA,32.4,0.0,495.3
Mississippi,Thermal,0.0,103.6,325.4,0.0,NA,32.2
Mississippi,Thermal,0.0,461.2,0.0,81.9,294.5,0.0
Mississippi,Thermal,NA,31.3,0.0,407.7,0.0,76.9
Mississippi,Thermal,270.4,0.0,NA,31.2,0.0,378.5
Mississippi,Thermal,0.0,73.2,267.2,0.0,NA,34.8
Mississippi,Thermal,0.0,375.2,0.0,85.6,249.5,0.0
Mississippi,Thermal,NA,36.2,0.0,371.4,0.0,109.6
Mississippi,Thermal,243.7,0.0,NA,37.6,0.0,390.9
Mississippi,Thermal,0.0,149.5,216.5,0.0,NA,37.5
Mississippi,Thermal,0.0,403.5,0.0,181.0,208.5,0.0
Mississippi,Thermal,NA,38.1,0.0,427.5,0.0,187.3
Mississippi,Thermal,198.4,0.0,0.0,41.1,0.0,426.7
Mississippi,Thermal,0.0,173.4,191.7,0.0,0.0,44.6
Mississippi,Thermal,0.0,409.7,0.0,156.3,182.4,0.0
Mississippi,Thermal,0.0,45.1,0.0,383.8,0.0,163.6
Mississippi,Thermal,190.1,1.8,0.0,50.5,0.0,406.0
Mississippi,Thermal,0.0,149.0,177.7,46.0,0.0,50.9
Mississippi,Thermal,0.0,423.6,0.0,145.1,174.0,43.2
Mississippi,Thermal,0.0,49.2,0.0,411.5,0.0,143.0
Mississippi,Thermal,163.0,80.6,0.0,45.4,0.0,432.0
